Player,Pos,Tm,Cap Hit,year
Jordy Nelson,WR,GNB,"$8,300,000",2016
Brian Orakpo,LB,TEN,"$8,250,000",2016
Reshad Jones,DB,MIA,"$8,202,942",2016
Jurrell Casey,DL,TEN,"$8,120,000",2016
David DeCastro,G,PIT,"$8,070,000",2016
Kevin Zeitler,G,CIN,"$8,070,000",2016
Riley Reiff,OT,DET,"$8,070,000",2016
Jason Peters,T,PHI,"$8,050,000",2016
DeMarcus Ware,LB,DEN,"$8,010,418",2016
Earl Thomas,DB,SEA,"$8,000,000",2016
Jared Odrick,DT,JAX,"$8,000,000",2016
Andrew Whitworth,T,CIN,"$8,000,000",2016
Jordan Cameron,TE,MIA,"$8,000,000",2016
Chandler Jones,DE,ARI,"$7,799,000",2016
Robert Quinn,DE,LAR,"$7,777,777",2016
Melvin Ingram,DE,SDG,"$7,751,000",2016
Dont'a Hightower,ILB,NWE,"$7,751,000",2016
Adrian Peterson,RB,MIN,"$7,750,000",2016
Keenan Allen,WR,SDG,"$7,724,450",2016
Rodney Hudson,OL,OAK,"$7,700,000",2016
LeSean McCoy,RB,BUF,"$7,675,000",2016
Pernell McPhee,DL,CHI,"$7,675,000",2016
Adam Jones,DB,CIN,"$7,604,166",2016
Pierre Garcon,WR,WAS,"$7,600,000",2016
Jerry Hughes,DE,BUF,"$7,575,000",2016
Dre Kirkpatrick,CB,CIN,"$7,507,000",2016
Thomas Davis,LB,CAR,"$7,500,000",2016
David Harris,LB,NYJ,"$7,500,000",2016
Dan Williams,DT,OAK,"$7,500,000",2016
Terrell Suggs,LB-DE,BAL,"$7,450,000",2016
Mike Daniels,DT,GNB,"$7,400,000",2016
Jairus Byrd,DB,NOR,"$7,400,000",2016
Elvis Dumervil,DE,BAL,"$7,375,000",2016
Michael Floyd,WR,2TM,"$7,320,000",2016
Kendall Wright,WR,TEN,"$7,320,000",2016
Julius Thomas,TE,JAX,"$7,300,000",2016
Orlando Franklin,OL,SDG,"$7,200,000",2016
Carson Palmer,QB,ARI,"$7,150,000",2016
Muhammad Wilkerson,DT,NYJ,"$7,000,000",2016
Johnathan Joseph,DB,HOU,"$7,000,000",2016
Lamarr Houston,DT,CHI,"$6,990,000",2016
Tyrod Taylor,QB,BUF,"$6,919,573",2016
Everson Griffen,DE,MIN,"$6,900,000",2016
Eric Fisher,OT,KAN,"$6,854,636",2016
Derek Wolfe,DT,DEN,"$6,800,000",2016
Michael Mitchell,DB,PIT,"$6,763,750",2016
Alterraun Verner,DB,TAM,"$6,750,000",2016
Connor Barwin,DE,PHI,"$6,750,000",2016
Trent Williams,T,WAS,"$6,750,000",2016
Luke Joeckel,OT,JAX,"$6,745,963",2016
Eric Wood,C,BUF,"$6,725,000",2016
Jermey Parnell,T,JAX,"$6,500,000",2016
Mario Williams,DE,MIA,"$6,500,000",2016
Eric Decker,WR,NYJ,"$6,500,000",2016
Tyson Jackson,DE,ATL,"$6,350,000",2016
Danny Trevathan,OLB,CHI,"$6,350,000",2016
Derrick Morgan,DE,TEN,"$6,312,500",2016
Delanie Walker,TE,TEN,"$6,267,708",2016
Jeff Allen,T,HOU,"$6,250,000",2016
Kyle Williams,DT,BUF,"$6,250,000",2016
Cordy Glenn,T,BUF,"$6,200,000",2016
Tramon Williams,DB,CLE,"$6,200,000",2016
T.J. Lang,T,GNB,"$6,181,250",2016
Dontari Poe,DT,KAN,"$6,146,000",2016
Michael Brockers,DT,LAR,"$6,146,000",2016
Michael Johnson,DE,CIN,"$6,125,000",2016
Da'Norris Searcy,DB,TEN,"$6,125,000",2016
Donald Penn,T,OAK,"$6,100,000",2016
Aaron Williams,DB,BUF,"$6,100,000",2016
Jadeveon Clowney,DE,HOU,"$6,074,454",2016
Cliff Avril,DE,SEA,"$6,000,000",2016
Davon House,DB,JAX,"$6,000,000",2016
Gerald McCoy,DT,TAM,"$6,000,000",2016
C.J. Anderson,RB,DEN,"$6,000,000",2016
Luke Kuechly,ILB,CAR,"$6,000,000",2016
Nate Solder,T,NWE,"$6,000,000",2016
Charles Clay,TE,BUF,"$6,000,000",2016
Reggie Nelson,DB,OAK,"$6,000,000",2016
DeMarco Murray,RB,TEN,"$6,000,000",2016
Dominique Rodgers-Cromartie,DB,NYG,"$5,980,000",2016
Morgan Burnett,DB,GNB,"$5,956,250",2016
Carlos Dunlap,DE,CIN,"$5,950,000",2016
Austin Howard,T,OAK,"$5,900,000",2016
NaVorro Bowman,LB,SFO,"$5,850,000",2016
Perrish Cox,DB,TEN,"$5,833,333",2016
Bobby Massie,T,CHI,"$5,818,750",2016
Whitney Mercilus,DE,HOU,"$5,800,000",2016
D'Qwell Jackson,LB,IND,"$5,750,000",2016
T.J. Ward,DB,DEN,"$5,750,000",2016
Linval Joseph,DT,MIN,"$5,650,000",2016
Kyle Rudolph,TE,MIN,"$5,650,000",2016
Blake Bortles,QB,JAX,"$5,633,130",2016
Nick Mangold,C,NYJ,"$5,600,000",2016
Prince Amukamara,CB,JAX,"$5,593,750",2016
Marcus Mariota,QB,TEN,"$5,503,176",2016
Antonio Gates,TE,SDG,"$5,500,000",2016
Lamar Miller,RB,HOU,"$5,500,000",2016
Derek Newton,OL,HOU,"$5,500,000",2016
Vince Wilfork,NT-DT,HOU,"$5,500,000",2016
Bryan Bulaga,T,GNB,"$5,462,500",2016
Sammy Watkins,WR,BUF,"$5,436,983",2016
Joe Staley,T,SFO,"$5,400,000",2016
Andy Levitre,G,ATL,"$5,375,000",2016
Kelvin Beachum,T,JAX,"$5,375,000",2016
Dante Fowler,OLB,JAX,"$5,338,694",2016
Jamaal Charles,RB,KAN,"$5,312,500",2016
Harrison Smith,FS,MIN,"$5,278,000",2016
K.J. Wright,LB,SEA,"$5,250,000",2016
DeAndre Levy,LB,DET,"$5,250,000",2016
Allen Bailey,DL,KAN,"$5,212,500",2016
Russell Okung,T,DEN,"$5,200,000",2016
Amari Cooper,WR,OAK,"$5,150,708",2016
King Dunlap,T,SDG,"$5,143,750",2016
Casey Hayward,DB,SDG,"$5,133,333",2016
Paul Posluszny,LB,JAX,"$5,104,166",2016
Kam Chancellor,DB,SEA,"$5,100,000",2016
Greg Olsen,TE,CAR,"$5,100,000",2016
Jimmy Smith,CB,BAL,"$5,100,000",2016
Trent Cole,DE-LB,IND,"$5,093,750",2016
Khalil Mack,OLB,OAK,"$5,093,727",2016
Martellus Bennett,TE,NWE,"$5,085,000",2016
George Iloka,FS,CIN,"$5,075,000",2016
Marquette King,P,OAK,"$5,050,000",2016
Robert Griffin,QB,CLE,"$5,046,875",2016
Josh McCown,QB,CLE,"$5,041,666",2016
Robert Mathis,DE,IND,"$5,000,000",2016
Mark Barron,SS,LAR,"$5,000,000",2016
Robert Ayers,DE,TAM,"$5,000,000",2016
Marcus Gilchrist,DB,NYJ,"$5,000,000",2016
Breno Giacomini,G,NYJ,"$5,000,000",2016
Ryan Kerrigan,DE,WAS,"$5,000,000",2016
Brian Cushing,LB,HOU,"$5,000,000",2016
Josh Norman,CB,WAS,"$5,000,000",2016
Ahmad Brooks,LB,SFO,"$4,900,000",2016
Nick Perry,DE,GNB,"$4,875,000",2016
Corey Graham,DB,BUF,"$4,775,000",2016
Josh Sitton,G,CHI,"$4,750,000",2016
Clint Boling,OL,CIN,"$4,750,000",2016
Chad Henne,QB,JAX,"$4,750,000",2016
Golden Tate,WR,DET,"$4,750,000",2016
Joey Bosa,DE,SDG,"$4,704,306",2016
Sen'Derrick Marks,DT,JAX,"$4,675,000",2016
Giovani Bernard,RB,CIN,"$4,621,517",2016
Jeremy Zuttah,G,BAL,"$4,607,206",2016
Joe Barksdale,OL,SDG,"$4,550,000",2016
Mike Iupati,G,ARI,"$4,500,000",2016
Vincent Rey,LB,CIN,"$4,500,000",2016
Michael Oher,T,CAR,"$4,500,000",2016
Rodger Saffold,T,LAR,"$4,500,000",2016
Akiem Hicks,DE,CHI,"$4,500,000",2016
Devin McCourty,DB,NWE,"$4,500,000",2016
Antoine Bethea,DB,SFO,"$4,500,000",2016
Eddie Royal,WR,CHI,"$4,500,000",2016
Torrey Smith,WR,SFO,"$4,500,000",2016
Jake Matthews,OT,ATL,"$4,480,773",2016
Dustin Colquitt,P,KAN,"$4,450,000",2016
Jason Pierre-Paul,DE,NYG,"$4,250,000",2016
Kendall Langford,DE,IND,"$4,250,000",2016
Erik Walden,DE,IND,"$4,250,000",2016
DeAngelo Hall,DB,WAS,"$4,250,000",2016
Wesley Woodyard,LB,TEN,"$4,250,000",2016
Brandon Carr,DB,DAL,"$4,250,000",2016
Barry Church,DB,DAL,"$4,250,000",2016
Kyle Long,OT,CHI,"$4,250,000",2016
Jalen Ramsey,FS,JAX,"$4,245,636",2016
Tashaun Gipson,DB,JAX,"$4,206,250",2016
Captain Munnerlyn,DB,MIN,"$4,200,000",2016
Shawn Williams,SS,CIN,"$4,188,986",2016
Steve Smith,WR,BAL,"$4,166,668",2016
Rey Maualuga,LB,CIN,"$4,084,375",2016
Marcus Gilbert,OL,PIT,"$4,068,500",2016
Alex Mack,C,ATL,"$4,050,000",2016
David Amerson,CB,OAK,"$4,050,000",2016
Marshal Yanda,T,BAL,"$4,010,220",2016
Michael Bennett,DE,SEA,"$4,000,000",2016
Frank Gore,RB,IND,"$4,000,000",2016
Marcedes Lewis,TE,JAX,"$4,000,000",2016
Doug Martin,RB,TAM,"$4,000,000",2016
Glover Quin,DB,DET,"$4,000,000",2016
Brandon Graham,DE,PHI,"$4,000,000",2016
Jason Kelce,OL,PHI,"$4,000,000",2016
Jerrell Freeman,LB,CHI,"$4,000,000",2016
Jabaal Sheard,DL,NWE,"$4,000,000",2016
Patrick Robinson,DB,IND,"$4,000,000",2016
Shawn Lauvao,G,WAS,"$4,000,000",2016
Doug Free,T,DAL,"$4,000,000",2016
Donald Stephenson,T,DEN,"$4,000,000",2016
Travis Benjamin,WR,SDG,"$4,000,000",2016
Roy Miller,DT,JAX,"$3,975,000",2016
Sebastian Janikowski,K,OAK,"$3,960,000",2016
Chance Warmack,OG,TEN,"$3,871,206",2016
Tracy Porter,DB,CHI,"$3,868,750",2016
Graham Gano,P,CAR,"$3,850,000",2016
Tamba Hali,DE,KAN,"$3,802,083",2016
Kevin White,WR,CHI,"$3,764,329",2016
Brian Robison,DE,MIN,"$3,750,000",2016
Eric Weddle,DB,BAL,"$3,750,000",2016
DeSean Jackson,WR,WAS,"$3,750,000",2016
Domata Peko,DT,CIN,"$3,725,000",2016
Ronnie Stanley,OT,BAL,"$3,724,423",2016
Case Keenum,QB,LAR,"$3,635,000",2016
D.J. Fluker,OT,SDG,"$3,628,067",2016
Ron Parker,CB,KAN,"$3,600,000",2016
Dan Skuta,LB,JAX,"$3,600,000",2016
Kenny Britt,WR,LAR,"$3,600,000",2016
Letroy Guion,DT,GNB,"$3,516,666",2016
Jaye Howard,DT,KAN,"$3,500,000",2016
Derrick Johnson,LB,KAN,"$3,500,000",2016
Brandon Mebane,DT,SDG,"$3,500,000",2016
Darren Sproles,RB,PHI,"$3,500,000",2016
Brent Grimes,DB,TAM,"$3,500,000",2016
Mike Wallace,WR,BAL,"$3,500,000",2016
Justin Tucker,K,BAL,"$3,500,000",2016
Ryan Clady,T,NYJ,"$3,500,000",2016
Earl Mitchell,DT,MIA,"$3,500,000",2016
Chris Ivory,RB,JAX,"$3,468,750",2016
Brooks Reed,DL,ATL,"$3,440,000",2016
Marcus Cannon,OL,NWE,"$3,400,000",2016
Rishard Matthews,WR,TEN,"$3,333,333",2016
Vontaze Burfict,LB,CIN,"$3,322,059",2016
Vic Beasley,OLB,ATL,"$3,294,370",2016
D.J. Hayden,CB,OAK,"$3,284,813",2016
Joe Reitz,T,IND,"$3,250,000",2016
Adam Vinatieri,K,IND,"$3,250,000",2016
Darian Stewart,DB,DEN,"$3,250,000",2016
Lance Kendricks,TE,LAR,"$3,250,000",2016
Richie Incognito,G,BUF,"$3,250,000",2016
Shaun Hill,QB,MIN,"$3,200,000",2016
Demario Davis,OLB,CLE,"$3,200,000",2016
Dennis Pitta,TE,BAL,"$3,200,000",2016
Anthony Fasano,TE,TEN,"$3,187,500",2016
Matt Bryant,K,ATL,"$3,183,333",2016
Shane Vereen,RB,NYG,"$3,150,000",2016
Phil Dawson,K,SFO,"$3,134,000",2016
Arthur Moats,LB,PIT,"$3,133,333",2016
Taylor Lewan,OT,TEN,"$3,132,274",2016
Koa Misi,LB,MIA,"$3,120,500",2016
Brandon Fusco,OL,MIN,"$3,120,000",2016
Sam Koch,P,BAL,"$3,100,000",2016
Marcel Reece,TE,SEA,"$3,072,014",2016
Star Lotulelei,DT,CAR,"$3,055,977",2016
Kevin Huber,P,CIN,"$3,020,000",2016
Arthur Jones,DT,IND,"$3,011,764",2016
Jermaine Gresham,TE,ARI,"$3,000,000",2016
Darius Butler,DB,IND,"$3,000,000",2016
Tyson Alualu,DT,JAX,"$3,000,000",2016
Danny Woodhead,RB,SDG,"$3,000,000",2016
Gosder Cherilus,T,TAM,"$3,000,000",2016
Bobby Wagner,ILB,SEA,"$3,000,000",2016
Michael Griffin,DB,CAR,"$3,000,000",2016
Marvin Jones,WR,DET,"$3,000,000",2016
William Hayes,DE,LAR,"$3,000,000",2016
Nate Allen,DB,OAK,"$3,000,000",2016
Ryan Mathews,RB,PHI,"$3,000,000",2016
Justin Forsett,RB,3TM,"$3,000,000",2016
Malcolm Smith,OLB,OAK,"$3,000,000",2016
Adrian Clayborn,DL,ATL,"$3,000,000",2016
Dwayne Harris,WR,NYG,"$2,975,000",2016
Zach Miller,TE,CHI,"$2,968,750",2016
Travis Kelce,TE,KAN,"$2,948,226",2016
Ezekiel Ansah,DE,DET,"$2,940,621",2016
John Greco,T,CLE,"$2,925,000",2016
Paul Soliai,DT,CAR,"$2,906,250",2016
Virgil Green,TE,DEN,"$2,900,000",2016
John Hughes,DT,2TM,"$2,900,000",2016
Jack Conklin,OT,TEN,"$2,890,483",2016
Leonard Floyd,OLB,CHI,"$2,869,611",2016
Dennis Kelly,OT,TEN,"$2,850,000",2016
Mychal Kendricks,ILB,PHI,"$2,850,000",2016
Andy Lee,P,CAR,"$2,833,000",2016
EJ Manuel,QB,BUF,"$2,827,141",2016
Ted Ginn,WR,CAR,"$2,775,000",2016
Jarvis Jones,OLB,PIT,"$2,769,933",2016
Clinton McDonald,DT,TAM,"$2,750,000",2016
Buster Skrine,DB,NYJ,"$2,750,000",2016
Lee Smith,TE,OAK,"$2,750,000",2016
Nick Folk,K,NYJ,"$2,750,000",2016
Jared Cook,TE,GNB,"$2,750,000",2016
Chris Clark,T,HOU,"$2,750,000",2016
Harry Douglas,WR,TEN,"$2,733,333",2016
Andre Branch,DE,MIA,"$2,703,125",2016
Steven Hauschka,K,SEA,"$2,700,000",2016
Pat McAfee,K,IND,"$2,700,000",2016
Brett Kern,P,TEN,"$2,700,000",2016
Chris Baker,DT,WAS,"$2,700,000",2016
Tramaine Brock,DB,SFO,"$2,700,000",2016
Matthew Bosher,K,ATL,"$2,700,000",2016
Jonathan Babineaux,DE-DT,ATL,"$2,666,668",2016
Danny Shelton,DT,CLE,"$2,659,924",2016
Tyler Eifert,TE,CIN,"$2,626,909",2016
Akeem Dent,LB,HOU,"$2,625,000",2016
Chris Chester,G,ATL,"$2,600,000",2016
Desmond Trufant,CB,ATL,"$2,598,303",2016
Ryan Shazier,OLB,PIT,"$2,592,876",2016
Dan Carpenter,K,BUF,"$2,587,500",2016
Jacob Tamme,TE,ATL,"$2,584,375",2016
Isa Abdul-Quddus,S,MIA,"$2,583,333",2016
Ed Dickson,TE,CAR,"$2,566,666",2016
DeAngelo Williams,RB,PIT,"$2,565,000",2016
Charles Johnson,DE,CAR,"$2,562,500",2016
Gary Barnidge,TE,CLE,"$2,562,500",2016
Ryan Schraeder,T,ATL,"$2,553,000",2016
Paul Worrilow,LB,ATL,"$2,553,000",2016
Jahleel Addae,S,SDG,"$2,553,000",2016
Abry Jones,DT,JAX,"$2,553,000",2016
Bradley McDougald,FS,TAM,"$2,553,000",2016
Mike Remmers,T,CAR,"$2,553,000",2016
Kamar Aiken,WR,BAL,"$2,553,000",2016
Matt McGloin,QB,OAK,"$2,553,000",2016
Ronald Leary,G,DAL,"$2,553,000",2016
Joe Hawley,G,TAM,"$2,500,000",2016
Evan Dietrich-Smith,G,TAM,"$2,500,000",2016
Leodis McKelvin,DB,PHI,"$2,500,000",2016
Emmanuel Sanders,WR,DEN,"$2,500,000",2016
Tony Bergstrom,OT,HOU,"$2,500,000",2016
Malcolm Jenkins,DB,PHI,"$2,500,000",2016
Julian Edelman,WR,NWE,"$2,500,000",2016
Andre Smith,T,MIN,"$2,500,000",2016
Dan Bailey,K,DAL,"$2,500,000",2016
Rashad Johnson,DB,TEN,"$2,500,000",2016
William Gay,DB,PIT,"$2,483,333",2016
Jonathan Casillas,LB,NYG,"$2,475,000",2016
DeVante Parker,WR,MIA,"$2,471,942",2016
Sean Spence,LB,TEN,"$2,468,750",2016
Al Woods,DT,TEN,"$2,468,750",2016
Ryan Succop,K,TEN,"$2,466,666",2016
Datone Jones,DE,GNB,"$2,455,280",2016
Johnny Hekker,P,LAR,"$2,444,444",2016
Ladarius Green,TE,PIT,"$2,437,500",2016
Brandon LaFell,WR,CIN,"$2,437,500",2016
DeAndre Hopkins,WR,HOU,"$2,426,678",2016
Melvin Gordon,RB,SDG,"$2,424,948",2016
Ramon Foster,T,PIT,"$2,416,666",2016
Sylvester Williams,DT,DEN,"$2,412,375",2016
Victor Cruz,WR,NYG,"$2,400,000",2016
Mohamed Sanu,WR,ATL,"$2,400,000",2016
Mitchell Schwartz,T,KAN,"$2,400,000",2016
Mason Crosby,K,GNB,"$2,400,000",2016
C.J. Mosley,ILB,BAL,"$2,396,728",2016
Ben Jones,C,TEN,"$2,375,000",2016
Cole Beasley,WR,DAL,"$2,356,000",2016
Greg Robinson,OT,LAR,"$2,354,918",2016
Chad Greenway,LB,MIN,"$2,300,000",2016
Tom Johnson,DT,MIN,"$2,300,000",2016
Stephen Gostkowski,K,NWE,"$2,300,000",2016
Ja'Wuan James,OT,MIA,"$2,298,654",2016
Kevin Johnson,CB,HOU,"$2,283,957",2016
Ha Ha Clinton-Dix,FS,GNB,"$2,274,137",2016
Laremy Tunsil,OT,MIA,"$2,265,027",2016
Matt Prater,K,DET,"$2,250,000",2016
Karl Klug,DL,TEN,"$2,250,000",2016
Eugene Sims,LB,LAR,"$2,250,000",2016
Rob Gronkowski,TE,NWE,"$2,250,000",2016
Derrick Shelby,DE,ATL,"$2,250,000",2016
James Starks,RB,GNB,"$2,250,000",2016
Rashad Jennings,RB,NYG,"$2,230,000",2016
Dee Ford,DE,KAN,"$2,225,100",2016
Mike Adams,DB,IND,"$2,209,375",2016
Jamize Olawale,FB,OAK,"$2,190,000",2016
Kurt Coleman,LB,CAR,"$2,184,375",2016
Marcus Peters,CB,KAN,"$2,178,217",2016
Darqueze Dennard,CB,CIN,"$2,176,063",2016
Karl Joseph,SS,OAK,"$2,160,785",2016
Jason Verrett,CB,SDG,"$2,151,546",2016
Brad Nortman,P,JAX,"$2,150,000",2016
Cameron Erving,OT,CLE,"$2,142,969",2016
Matt Elam,SS,BAL,"$2,140,997",2016
Cedric Ogbuehi,OT,CIN,"$2,119,472",2016
Corey Coleman,WR,CLE,"$2,119,090",2016
Bud Dupree,DE,PIT,"$2,095,973",2016
Shareece Wright,DB,BAL,"$2,093,333",2016
Kelvin Benjamin,WR,CAR,"$2,090,250",2016
Shane Ray,DE,DEN,"$2,072,476",2016
Shaq Thompson,OLB,CAR,"$2,001,983",2016
Antonio Cromartie,DB,IND,"$2,000,000",2016
Anthony Sherman,RB,KAN,"$2,000,000",2016
Jeremy Lane,CB,SEA,"$2,000,000",2016
Mark Sanchez,QB,DAL,"$2,000,000",2016
Matt Cassel,QB,TEN,"$2,000,000",2016
Von Miller,LB,DEN,"$2,000,000",2016
Haloti Ngata,DT,DET,"$2,000,000",2016
Nigel Bradham,OLB,PHI,"$2,000,000",2016
Andre Holmes,WR,OAK,"$2,000,000",2016
Ryan Fitzpatrick,QB,NYJ,"$2,000,000",2016
Ricky Jean-Francois,DT,WAS,"$2,000,000",2016
Kory Lichtensteiger,C,WAS,"$2,000,000",2016
Karlos Dansby,LB,CIN,"$2,000,000",2016
Brian Hoyer,QB,CHI,"$2,000,000",2016
Breshad Perriman,WR,BAL,"$1,978,481",2016
Keanu Neal,FS,ATL,"$1,952,299",2016
Derek Anderson,QB,CAR,"$1,950,000",2016
Ryan Kelly,C,IND,"$1,900,178",2016
Jarius Wright,WR,MIN,"$1,900,000",2016
Bradley Roby,CB,DEN,"$1,896,144",2016
Kendrick Lewis,DB,BAL,"$1,866,667",2016
Phillip Dorsett,WR,IND,"$1,848,958",2016
Will Fuller,WR,HOU,"$1,848,057",2016
Dwayne Gratz,CB,2TM,"$1,845,394",2016
Dallas Thomas,OT,MIA,"$1,822,564",2016
Markus Wheaton,WR,PIT,"$1,818,844",2016
Glenn Dorsey,DT,SFO,"$1,800,000",2016
Shane Lechler,P,HOU,"$1,800,000",2016
Brandon Williams,DT,BAL,"$1,799,750",2016
Damarious Randall,FS,GNB,"$1,799,030",2016
Jelani Jenkins,OLB,MIA,"$1,789,172",2016
Dion Sims,TE,MIA,"$1,787,888",2016
Brian Schwenke,C,TEN,"$1,787,065",2016
David Bakhtiari,OT,GNB,"$1,784,850",2016
Jah Reid,OT,KAN,"$1,768,750",2016
Shaq Lawson,DE,BUF,"$1,751,904",2016
Stephen Tulloch,LB,PHI,"$1,750,000",2016
Corey Peters,DT,ARI,"$1,750,000",2016
Demar Dotson,T,TAM,"$1,750,000",2016
Brandon Myers,TE,TAM,"$1,750,000",2016
Matt Schaub,QB,ATL,"$1,750,000",2016
Allen Barbre,T,PHI,"$1,750,000",2016
Tahir Whitehead,OLB,DET,"$1,750,000",2016
Damon Harrison,DT,NYG,"$1,750,000",2016
Olivier Vernon,DE,NYG,"$1,750,000",2016
Donnie Jones,P,PHI,"$1,750,000",2016
Steve McLendon,DT,NYJ,"$1,750,000",2016
Jerraud Powers,DB,BAL,"$1,750,000",2016
Jared Crick,DT,DEN,"$1,750,000",2016
Blaine Gabbert,QB,SFO,"$1,750,000",2016
Levine Toilolo,TE,ATL,"$1,746,146",2016
Artie Burns,CB,PIT,"$1,743,814",2016
Jonathan Cyprien,SS,JAX,"$1,740,170",2016
Paxton Lynch,QB,DEN,"$1,722,963",2016
Micah Hyde,CB,GNB,"$1,715,527",2016
Ricky Wagner,OT,BAL,"$1,707,140",2016
Kenny Clark,DT,GNB,"$1,702,117",2016
C.J. Spiller,RB,2TM,"$1,700,000",2016
Britton Colquitt,P,CLE,"$1,700,000",2016
Brice McCain,DB,TEN,"$1,700,000",2016
Dwight Lowery,DB,SDG,"$1,700,000",2016
Dannell Ellerbe,LB,NOR,"$1,700,000",2016
Mychal Rivera,TE,OAK,"$1,697,213",2016
Kenny Vaccaro,FS,NOR,"$1,690,188",2016
Marquess Wilson,WR,CHI,"$1,682,787",2016
Willie Young,DE,CHI,"$1,682,787",2016
Kemal Ishmael,DB,ATL,"$1,682,474",2016
Sheldon Richardson,DT,NYJ,"$1,671,530",2016
Andre Ellington,RB,ARI,"$1,671,000",2016
John Jenkins,DT,2TM,"$1,671,000",2016
Kenny Stills,WR,MIA,"$1,671,000",2016
Tim Lelito,G,NOR,"$1,671,000",2016
Tony Jefferson,FS,ARI,"$1,671,000",2016
Patrick Lewis,C,BUF,"$1,671,000",2016
Alex Okafor,DE,ARI,"$1,671,000",2016
Larry Donnell,TE,NYG,"$1,671,000",2016
