Player,Pos,Tm,Cap Hit,year
Ted Ginn,,CAR,"$1,850,000",2015
James Starks,,GNB,"$1,837,500",2015
Kevin Johnson,,HOU,"$1,827,166",2015
Kellen Clemens,,SDG,"$1,822,500",2015
Darqueze Dennard,,CIN,"$1,813,386",2015
Dwayne Harris,,NYG,"$1,800,000",2015
Roman Harper,,CAR,"$1,800,000",2015
Jason Verrett,,SDG,"$1,792,955",2015
Arik Armstead,,SFO,"$1,789,567",2015
Marcus Smith,,PHI,"$1,772,520",2015
Matt Slater,,NWE,"$1,766,666",2015
Derek Anderson,,CAR,"$1,764,000",2015
Rob Housler,,2TM,"$1,760,000",2015
Deone Bucannon,,ARI,"$1,752,091",2015
Jerome Felton,,BUF,"$1,750,000",2015
Josh Mauga,,KAN,"$1,750,000",2015
Dwan Edwards,,CAR,"$1,750,000",2015
B.J. Raji,,GNB,"$1,750,000",2015
Darian Stewart,,DEN,"$1,750,000",2015
Blaine Gabbert,,SFO,"$1,750,000",2015
Tyrunn Walker,,DET,"$1,750,000",2015
Khalif Barnes,,OAK,"$1,750,000",2015
Andrew Quarless,,GNB,"$1,750,000",2015
Vance Walker,,DEN,"$1,750,000",2015
Bruce Miller,,SFO,"$1,746,500",2015
Marcus Peters,,KAN,"$1,742,574",2015
Chris Canty,,BAL,"$1,735,000",2015
Dwayne Allen,,IND,"$1,717,826",2015
Josh Robinson,,MIN,"$1,716,250",2015
Cameron Erving,,CLE,"$1,714,375",2015
Brian Quick,,STL,"$1,713,918",2015
Trumaine Johnson,,STL,"$1,709,794",2015
Akeem Dent,,HOU,"$1,709,375",2015
Nelson Agholor,,PHI,"$1,704,977",2015
Olivier Vernon,,MIA,"$1,701,520",2015
Jacoby Jones,,2TM,"$1,700,000",2015
Coby Fleener,,IND,"$1,699,615",2015
Brandon Brooks,,HOU,"$1,696,359",2015
Cedric Ogbuehi,,CIN,"$1,695,000",2015
Demario Davis,,NYJ,"$1,686,490",2015
Courtney Upshaw,,BAL,"$1,685,313",2015
Mohamed Sanu,,CIN,"$1,682,813",2015
Akiem Hicks,,2TM,"$1,677,725",2015
Bud Dupree,,PIT,"$1,676,778",2015
William Gay,,PIT,"$1,666,668",2015
Jonathan Casillas,,NYG,"$1,666,666",2015
Chris Givens,,2TM,"$1,666,257",2015
Lamar Miller,,MIA,"$1,663,500",2015
Ben Jones,,HOU,"$1,662,362",2015
Dominique Easley,,NWE,"$1,659,898",2015
Shane Ray,,DEN,"$1,657,980",2015
Nigel Bradham,,BUF,"$1,656,356",2015
Coty Sensabaugh,,TEN,"$1,650,023",2015
David Bruton,,DEN,"$1,650,000",2015
Jarius Wright,,MIN,"$1,647,027",2015
Mitchell Schwartz,,CLE,"$1,645,267",2015
Jared Crick,,HOU,"$1,639,875",2015
Rashean Mathis,,DET,"$1,625,000",2015
Andre Branch,,JAX,"$1,619,525",2015
Mike Daniels,,GNB,"$1,617,146",2015
Rhett Ellison,,MIN,"$1,617,146",2015
Jimmie Ward,,SFO,"$1,616,485",2015
Shaq Thompson,,CAR,"$1,601,586",2015
Andrew Gachkar,,DAL,"$1,600,000",2015
Justin Forsett,,BAL,"$1,600,000",2015
Malik Jackson,,DEN,"$1,595,403",2015
Robert Blanton,,MIN,"$1,594,763",2015
Josh Norman,,CAR,"$1,591,750",2015
Janoris Jenkins,,STL,"$1,587,829",2015
George Iloka,,CIN,"$1,582,075",2015
Bradley Roby,,DEN,"$1,580,120",2015
Michael Hoomanawanui,,2TM,"$1,580,000",2015
Alfred Morris,,WAS,"$1,572,775",2015
Amini Silatolu,,CAR,"$1,570,897",2015
Danny Trevathan,,DEN,"$1,568,018",2015
Byron Jones,,DAL,"$1,563,989",2015
Teddy Bridgewater,,MIN,"$1,556,705",2015
J.R. Sweezy,,SEA,"$1,556,212",2015
Laken Tomlinson,,DET,"$1,554,589",2015
Kelvin Beachum,,PIT,"$1,553,474",2015
Andre Caldwell,,DEN,"$1,550,000",2015
Trumaine McBride,,NYG,"$1,550,000",2015
Chris Chester,,ATL,"$1,550,000",2015
Cordy Glenn,,BUF,"$1,548,012",2015
Andre Holmes,,OAK,"$1,542,000",2015
Jaiquawn Jarrett,,NYJ,"$1,542,000",2015
Brandon Boykin,,PIT,"$1,542,000",2015
Robert Golden,,PIT,"$1,542,000",2015
Johnson Bademosi,,CLE,"$1,542,000",2015
Billy Winn,,IND,"$1,542,000",2015
Antwon Blake,,PIT,"$1,542,000",2015
Mike Harris,,MIN,"$1,542,000",2015
Kai Forbath,,2TM,"$1,542,000",2015
Cory Harkey,,STL,"$1,542,000",2015
Lance Dunbar,,DAL,"$1,542,000",2015
Corey White,,2TM,"$1,542,000",2015
Will Johnson,,PIT,"$1,542,000",2015
Bobby Rainey,,TAM,"$1,542,000",2015
Larry Asante,,OAK,"$1,542,000",2015
Don Barclay,,GNB,"$1,542,000",2015
Marquette King,,OAK,"$1,542,000",2015
Gino Gradkowski,,ATL,"$1,542,000",2015
Darrel Young,,WAS,"$1,533,334",2015
Charles Tillman,,CAR,"$1,531,250",2015
Sterling Moore,,TAM,"$1,525,000",2015
Ed Dickson,,CAR,"$1,516,666",2015
Colin Cole,,CAR,"$1,505,000",2015
Tony McDaniel,,TAM,"$1,500,000",2015
Karl Klug,,TEN,"$1,500,000",2015
Luke Stocker,,TAM,"$1,500,000",2015
Chris Conte,,TAM,"$1,500,000",2015
Anthony Sherman,,KAN,"$1,500,000",2015
Isa Abdul-Quddus,,DET,"$1,500,000",2015
Jon Ryan,,SEA,"$1,500,000",2015
Andy Levitre,,ATL,"$1,500,000",2015
Tarvaris Jackson,,SEA,"$1,500,000",2015
Clay Harbor,,JAX,"$1,500,000",2015
John Hughes,,CLE,"$1,496,035",2015
Ian Williams,,SFO,"$1,495,834",2015
Jonathan Cyprien,,JAX,"$1,491,574",2015
Arthur Moats,,PIT,"$1,483,333",2015
Justin Hunter,,TEN,"$1,479,313",2015
Phillip Dorsett,,IND,"$1,479,166",2015
Jeff Allen,,KAN,"$1,477,580",2015
Byron Bell,,TEN,"$1,475,000",2015
Bobby Massie,,ARI,"$1,471,433",2015
Zach Ertz,,PHI,"$1,467,054",2015
Kyle Arrington,,BAL,"$1,466,666",2015
Nick Folk,,NYJ,"$1,463,333",2015
Allen Barbre,,PHI,"$1,450,000",2015
Alshon Jeffery,,CHI,"$1,447,036",2015
Darius Slay,,DET,"$1,442,537",2015
Damarious Randall,,GNB,"$1,439,224",2015
Matt Prater,,DET,"$1,437,500",2015
DeAngelo Williams,,PIT,"$1,435,000",2015
Darrell Stuckey,,SDG,"$1,433,750",2015
Ryan Harris,,DEN,"$1,420,000",2015
Manti Te'o,,SDG,"$1,410,660",2015
Stephone Anthony,,NOR,"$1,405,766",2015
Chris Clark,,HOU,"$1,400,000",2015
Justin Durant,,ATL,"$1,400,000",2015
Chris Maragos,,PHI,"$1,400,000",2015
John Jerry,,NYG,"$1,400,000",2015
Derek Wolfe,,DEN,"$1,397,881",2015
Malcom Brown,,NWE,"$1,384,223",2015
Colt McCoy,,WAS,"$1,375,000",2015
Geno Smith,,NYJ,"$1,368,983",2015
Matt Bryant,,ATL,"$1,350,000",2015
Josh Brown,,NYG,"$1,350,000",2015
Marcus Easley,,BUF,"$1,350,000",2015
Tank Carradine,,SFO,"$1,349,367",2015
Tavon Wilson,,NWE,"$1,342,057",2015
Kurt Coleman,,CAR,"$1,340,625",2015
Tim Masthay,,GNB,"$1,340,000",2015
Robert Woods,,BUF,"$1,327,302",2015
Kendall Reyes,,SDG,"$1,313,453",2015
Matt Overton,,IND,"$1,300,000",2015
Marshall Newhouse,,NYG,"$1,300,000",2015
Johnthan Banks,,TAM,"$1,288,997",2015
Tyvon Branch,,KAN,"$1,287,500",2015
Anthony Dixon,,BUF,"$1,266,666",2015
Kendrick Lewis,,BAL,"$1,266,666",2015
Xavier Su'a-Filo,,HOU,"$1,261,727",2015
Demarcus Lawrence,,DAL,"$1,251,511",2015
Cody Wallace,,PIT,"$1,250,000",2015
Nate Irving,,IND,"$1,250,000",2015
Marcus Sherels,,MIN,"$1,250,000",2015
Sean Lissemore,,SDG,"$1,250,000",2015
Major Wright,,TAM,"$1,250,000",2015
James Casey,,DEN,"$1,250,000",2015
James Harrison,,PIT,"$1,250,000",2015
Joel Bitonio,,CLE,"$1,241,295",2015
Frank Kearse,,WAS,"$1,230,000",2015
Zach Brown,,TEN,"$1,227,640",2015
Derek Carr,,OAK,"$1,220,864",2015
Jeron Johnson,,WAS,"$1,209,375",2015
Scott Tolzien,,GNB,"$1,200,000",2015
Zak DeOssie,,NYG,"$1,200,000",2015
Albert McClellan,,BAL,"$1,200,000",2015
Mark Herzlich,,NYG,"$1,200,000",2015
George Selvie,,NYG,"$1,200,000",2015
Gary Barnidge,,CLE,"$1,200,000",2015
Leger Douzable,,NYJ,"$1,200,000",2015
Kevin Minter,,ARI,"$1,197,354",2015
Kedric Golston,,WAS,"$1,195,000",2015
Austin Seferian-Jenkins,,TAM,"$1,194,301",2015
John Denney,,MIA,"$1,180,000",2015
Marqise Lee,,JAX,"$1,175,914",2015
Nick Bellore,,SFO,"$1,170,000",2015
Brandon Myers,,TAM,"$1,166,666",2015
Kyle Van Noy,,DET,"$1,159,568",2015
Darren McFadden,,DAL,"$1,150,000",2015
Brad Jones,,PHI,"$1,150,000",2015
Gavin Escobar,,DAL,"$1,148,317",2015
Desmond Trufant,,ATL,"$1,147,372",2015
Husain Abdullah,,KAN,"$1,145,000",2015
Lamarcus Joyner,,STL,"$1,143,223",2015
Jon Condo,,OAK,"$1,127,500",2015
Jimmy Clausen,,2TM,"$1,125,000",2015
Jordan Matthews,,PHI,"$1,124,834",2015
Bryan Braman,,PHI,"$1,120,000",2015
L.P. Ladouceur,,DAL,"$1,120,000",2015
Joe Berger,,MIN,"$1,120,000",2015
Brock Osweiler,,DEN,"$1,118,944",2015
Landon Collins,,NYG,"$1,112,828",2015
Nick Sundberg,,WAS,"$1,112,500",2015
Weston Richburg,,NYG,"$1,108,489",2015
Matthew Bosher,,ATL,"$1,105,000",2015
Donovan Smith,,TAM,"$1,103,429",2015
Terrell McClain,,DAL,"$1,100,000",2015
Richie Incognito,,BUF,"$1,100,000",2015
Kroy Biermann,,ATL,"$1,100,000",2015
Johnathan Hankins,,NYG,"$1,099,278",2015
Mario Edwards,,OAK,"$1,094,029",2015
Cyrus Kouandjio,,BUF,"$1,092,914",2015
Ryan Allen,,NWE,"$1,085,500",2015
Vinny Curry,,PHI,"$1,076,038",2015
T.J. Yeldon,,JAX,"$1,075,231",2015
Jonathan Bostic,,NWE,"$1,074,763",2015
Paul Richardson,,SEA,"$1,071,099",2015
Jon Dorenbos,,PHI,"$1,070,000",2015
Devin Smith,,NYJ,"$1,067,712",2015
Andrew Sendejo,,MIN,"$1,066,668",2015
Kelechi Osemele,,BAL,"$1,064,595",2015
Matt Spaeth,,PIT,"$1,062,500",2015
Casey Hayward,,GNB,"$1,053,154",2015
Preston Smith,,WAS,"$1,050,791",2015
David Amerson,,2TM,"$1,050,246",2015
Lawrence Guy,,BAL,"$1,050,000",2015
Stephon Tuitt,,PIT,"$1,047,601",2015
Garrison Sanborn,,BUF,"$1,047,500",2015
Rueben Randle,,NYG,"$1,047,432",2015
Brandon Bolden,,NWE,"$1,035,000",2015
Eddie Goldman,,CHI,"$1,033,875",2015
Le'Veon Bell,,PIT,"$1,032,082",2015
Stevan Ridley,,NYJ,"$1,031,250",2015
Jamie Collins,,NWE,"$1,025,727",2015
Mario Addison,,CAR,"$1,020,000",2015
Dorial Green-Beckham,,TEN,"$1,018,836",2015
Ramon Humber,,NOR,"$1,017,000",2015
Trent Murphy,,WAS,"$1,016,545",2015
Devin Funchess,,CAR,"$1,003,797",2015
Margus Hunt,,CIN,"$1,001,209",2015
Leonard Johnson,,NWE,"$1,000,000",2015
Jonathan Freeny,,NWE,"$1,000,000",2015
Brent Grimes,,MIA,"$1,000,000",2015
Mike Morgan,,SEA,"$1,000,000",2015
Adrian Clayborn,,ATL,"$1,000,000",2015
Jacob Tamme,,ATL,"$1,000,000",2015
Chris Jones,,DAL,"$1,000,000",2015
Anthony Levine,,BAL,"$1,000,000",2015
Garrett Reynolds,,STL,"$999,999",2015
Timmy Jernigan,,BAL,"$996,114",2015
J.J. Jansen,,CAR,"$995,000",2015
Don Carey,,DET,"$995,000",2015
Jamar Taylor,,MIA,"$988,950",2015
Louis Murphy,,TAM,"$987,500",2015
Vance McDonald,,SFO,"$981,594",2015
Brett Goode,,GNB,"$976,250",2015
Benardrick McKinney,,HOU,"$971,840",2015
Marlon Brown,,BAL,"$969,335",2015
Arthur Brown,,BAL,"$969,335",2015
Lance Louis,,IND,"$966,250",2015
Hau'oli Kikaha,,NOR,"$957,511",2015
Jason Fox,,MIA,"$957,500",2015
LeGarrette Blount,,NWE,"$955,882",2015
Jeremiah Attaochu,,SDG,"$955,250",2015
Eric Winston,,CIN,"$950,000",2015
Ronnie Hillman,,DEN,"$942,708",2015
Jon Weeks,,HOU,"$938,750",2015
Eric Kendricks,,MIN,"$937,440",2015
Aaron Dobson,,NWE,"$935,010",2015
Ego Ferguson,,CHI,"$934,819",2015
Andrew Gardner,,PHI,"$931,045",2015
Isaiah Pead,,STL,"$929,200",2015
Eddie Lacy,,GNB,"$925,203",2015
Ricardo Mathews,,SDG,"$920,000",2015
Giovani Bernard,,CIN,"$920,000",2015
Cedric Peerman,,CIN,"$920,000",2015
Tyrone Crawford,,DAL,"$918,813",2015
Jaquiski Tartt,,SFO,"$915,821",2015
Troy Niklas,,ARI,"$914,386",2015
Clark Harris,,CIN,"$900,000",2015
Davante Adams,,GNB,"$893,955",2015
Eric Rowe,,PHI,"$887,248",2015
Tyrod Taylor,,BUF,"$883,333",2015
Mike Windt,,SDG,"$882,500",2015
Tanner Purdum,,NYJ,"$877,500",2015
Bryan Anger,,JAX,"$875,480",2015
Mitch Unrein,,2TM,"$875,000",2015
Justin Drescher,,NOR,"$875,000",2015
Bishop Sankey,,TEN,"$873,522",2015
Jason Trusnik,,MIN,"$870,000",2015
Colin Jones,,CAR,"$870,000",2015
Alex Smith,,WAS,"$870,000",2015
Eric Weems,,ATL,"$870,000",2015
Tyler Polumbus,,2TM,"$870,000",2015
Denzel Perryman,,SDG,"$868,449",2015
Marlon Moore,,CLE,"$866,666",2015
Josh LeRibeus,,WAS,"$864,081",2015
David Johnson,,SDG,"$860,000",2015
Tyrann Mathieu,,ARI,"$855,937",2015
Richie Brockel,,CAR,"$855,000",2015
Travis Kelce,,KAN,"$853,826",2015
Jeremy Hill,,CIN,"$853,091",2015
Jake McQuaide,,STL,"$850,000",2015
Mitch Morse,,KAN,"$849,649",2015
Dwayne Gratz,,JAX,"$849,394",2015
Larry Warford,,DET,"$849,250",2015
LaAdrian Waddle,,2TM,"$849,250",2015
Clint Gresham,,SEA,"$845,000",2015
Aaron Brewer,,DEN,"$845,000",2015
Donald Stephenson,,KAN,"$844,375",2015
Cody Latimer,,DEN,"$842,875",2015
Kavell Conner,,SDG,"$840,000",2015
Carlos Hyde,,SFO,"$836,745",2015
Ronald Darby,,BUF,"$830,853",2015
Beau Brinkley,,TEN,"$828,000",2015
Jarvis Jenkins,,CHI,"$825,000",2015
Trevor Robinson,,SDG,"$825,000",2015
Mike Jenkins,,TAM,"$825,000",2015
Mike Martin,,TEN,"$821,890",2015
Frank Zombo,,KAN,"$820,000",2015
Will Blackmon,,WAS,"$818,823",2015
Bennie Logan,,PHI,"$818,523",2015
Sean Spence,,PIT,"$816,345",2015
Jack Mewhort,,IND,"$812,228",2015
Nate Orchard,,CLE,"$812,055",2015
Kyle Nelson,,SFO,"$810,000",2015
Kony Ealy,,CAR,"$806,098",2015
Matt Asiata,,MIN,"$800,000",2015
Allen Robinson,,JAX,"$797,925",2015
Jayron Hosley,,NYG,"$796,250",2015
Kiko Alonso,,PHI,"$795,946",2015
Brandon Thompson,,CIN,"$795,300",2015
Sam Young,,JAX,"$795,000",2015
Jordan Phillips,,MIA,"$793,256",2015
Jimmy Garoppolo,,NWE,"$791,795",2015
Teddy Williams,,CAR,"$790,000",2015
Jarvis Landry,,MIA,"$789,753",2015
Blidi Wreh-Wilson,,TEN,"$789,416",2015
Tony Bergstrom,,OAK,"$786,504",2015
Justin Britt,,SEA,"$785,666",2015
Josh Bynes,,DET,"$785,000",2015
Terrance Williams,,DAL,"$779,868",2015
Travis Benjamin,,CLE,"$779,250",2015
Brian Winters,,NYJ,"$778,969",2015
Omar Bolden,,DEN,"$778,607",2015
Kirk Cousins,,WAS,"$778,172",2015
Jake Fisher,,CIN,"$774,458",2015
Ladarius Green,,SDG,"$772,725",2015
Kyle Wilber,,DAL,"$769,805",2015
Terron Armstead,,NOR,"$769,359",2015
Keenan Robinson,,WAS,"$765,027",2015
Marquise Goodwin,,BUF,"$764,719",2015
Dallas Thomas,,MIA,"$761,594",2015
Ron Brooks,,BUF,"$760,135",2015
Bradley Sowell,,ARI,"$760,000",2015
Ameer Abdullah,,DET,"$755,659",2015
Keenan Allen,,SDG,"$753,450",2015
Markus Wheaton,,PIT,"$752,844",2015
J.J. Wilcox,,DAL,"$751,517",2015
Damontre Moore,,2TM,"$748,813",2015
Chris Polk,,HOU,"$747,500",2015
John Jenkins,,NOR,"$746,890",2015
Logan Ryan,,NWE,"$745,813",2015
Leonard Hankerson,,3TM,"$745,000",2015
Jamon Meredith,,TEN,"$745,000",2015
Lemuel Jeanpierre,,SEA,"$745,000",2015
O'Brien Schofield,,ATL,"$745,000",2015
Phillip Adams,,ATL,"$745,000",2015
Mike Person,,ATL,"$745,000",2015
Chris Carter,,2TM,"$745,000",2015
Kenrick Ellis,,MIN,"$745,000",2015
Jordan Norwood,,DEN,"$745,000",2015
Mason Foster,,WAS,"$745,000",2015
Kyle Love,,CAR,"$745,000",2015
Chris Clemons,,ARI,"$745,000",2015
Pierre Thomas,,2TM,"$745,000",2015
Jalil Brown,,IND,"$745,000",2015
Travaris Cadet,,3TM,"$742,500",2015
Jordan Reed,,WAS,"$742,278",2015
Jordan Hill,,SEA,"$741,035",2015
Shawn Williams,,CIN,"$738,986",2015
Maxx Williams,,BAL,"$736,861",2015
Knile Davis,,KAN,"$736,504",2015
A.Q. Shipley,,ARI,"$735,000",2015
Kendall Hunter,,NOR,"$735,000",2015
Kayvon Webster,,DEN,"$731,950",2015
Hugh Thornton,,IND,"$731,345",2015
Corey Lemonier,,SFO,"$730,880",2015
C.J. Fiedorowicz,,HOU,"$730,826",2015
Morgan Moses,,WAS,"$729,394",2015
Stedman Bailey,,STL,"$729,206",2015
Charles Sims,,TAM,"$726,023",2015
Duron Harmon,,NWE,"$724,000",2015
Greg Zuerlein,,STL,"$723,307",2015
Billy Turner,,MIA,"$723,000",2015
Will Davis,,BAL,"$722,800",2015
D.J. Swearinger,,2TM,"$722,391",2015
Rob Havenstein,,STL,"$721,822",2015
Robert Alford,,ATL,"$714,218",2015
Brandon Williams,,BAL,"$713,750",2015
Tahir Whitehead,,DET,"$713,000",2015
Marcus Martin,,SFO,"$712,812",2015
Markus Golden,,ARI,"$712,424",2015
Tim Barnes,,STL,"$710,017",2015
Garrett Celek,,SFO,"$710,000",2015
Christian Kirksey,,CLE,"$707,625",2015
Dennis Kelly,,PHI,"$707,200",2015
Jay Bromley,,NYG,"$705,969",2015
Scott Crichton,,MIN,"$705,507",2015
Randy Bullock,,2TM,"$704,527",2015
Alex Okafor,,ARI,"$703,607",2015
Jelani Jenkins,,MIA,"$703,172",2015
Duke Williams,,BUF,"$702,563",2015
Preston Brown,,BUF,"$702,000",2015
Dion Sims,,MIA,"$701,888",2015
Brian Schwenke,,TEN,"$701,065",2015
Marvin Jones,,CIN,"$700,700",2015
Dallas Reynolds,,NYG,"$700,000",2015
Travis Swanson,,DET,"$699,868",2015
Ty Sambrailo,,DEN,"$699,264",2015
David Bakhtiari,,GNB,"$698,850",2015
Ryan Nassib,,NYG,"$698,400",2015
Shamarko Thomas,,PIT,"$698,288",2015
Landry Jones,,PIT,"$694,805",2015
Earl Watford,,ARI,"$693,716",2015
Randy Gregory,,DAL,"$693,624",2015
Jeremy Lane,,SEA,"$691,279",2015
Keith Tandy,,TAM,"$690,150",2015
Gerald Hodges,,2TM,"$690,027",2015
Khaled Holmes,,IND,"$690,027",2015
Tre Mason,,STL,"$689,410",2015
J.C. Tretter,,GNB,"$688,977",2015
Justin Bethel,,ARI,"$688,556",2015
James Hanna,,DAL,"$686,213",2015
Ali Marpet,,TAM,"$686,106",2015
William Gholston,,TAM,"$685,136",2015
Chris Hairston,,SDG,"$685,000",2015
Steven Johnson,,TEN,"$685,000",2015
Bryan Walters,,JAX,"$685,000",2015
Dwight Freeney,,ARI,"$684,705",2015
Nate Ebner,,NWE,"$684,150",2015
Trent Robinson,,WAS,"$683,438",2015
Quinton Patton,,SFO,"$682,875",2015
Quinten Rollins,,GNB,"$680,466",2015
Brad Nortman,,CAR,"$679,670",2015
Frank Clark,,SEA,"$678,586",2015
Terrence Brooks,,BAL,"$676,594",2015
Jordan Richards,,NWE,"$674,827",2015
Travis Lewis,,DET,"$674,793",2015
Dexter McDougle,,NYJ,"$674,719",2015
Spencer Long,,WAS,"$673,450",2015
Rishard Matthews,,MIA,"$673,403",2015
Gabe Jackson,,OAK,"$672,844",2015
Akeem Spence,,TAM,"$671,659",2015
Will Sutton,,CHI,"$671,517",2015
Markus Kuhn,,NYG,"$671,474",2015
Kareem Martin,,ARI,"$669,890",2015
LaMarr Woodley,,ARI,"$665,000",2015
Dwight Lowery,,IND,"$665,000",2015
Stephen Bowen,,NYJ,"$665,000",2015
Chris Scott,,CAR,"$665,000",2015
Thomas Gafford,,2TM,"$665,000",2015
Kyle Wilson,,NOR,"$665,000",2015
Mike Leach,,ARI,"$665,000",2015
Greg Warren,,PIT,"$665,000",2015
Zackary Bowman,,MIA,"$665,000",2015
Morgan Cox,,BAL,"$665,000",2015
Josh Wilson,,DET,"$665,000",2015
Joe Webb,,CAR,"$665,000",2015
Darryl Tapp,,DET,"$665,000",2015
Jamarca Sanford,,NOR,"$665,000",2015
Will Tukuafu,,SEA,"$665,000",2015
Jamari Lattimore,,NYJ,"$665,000",2015
C.J. Mosley,,MIA,"$665,000",2015
Nick Hayden,,DAL,"$665,000",2015
Daniel Fells,,NYG,"$665,000",2015
Vlad Ducasse,,CHI,"$665,000",2015
Will Allen,,PIT,"$665,000",2015
Seyi Ajirotutu,,PHI,"$665,000",2015
Brandon Tate,,CIN,"$665,000",2015
Don Muhlbach,,DET,"$665,000",2015
Will Montgomery,,CHI,"$665,000",2015
Colt Anderson,,IND,"$665,000",2015
Sherrick McManis,,CHI,"$665,000",2015
Danny McCray,,DAL,"$665,000",2015
Luke McCown,,NOR,"$665,000",2015
Jason Avant,,KAN,"$665,000",2015
Dan Orlovsky,,DET,"$665,000",2015
Demarcus Dobbs,,SEA,"$665,000",2015
Alex Carrington,,BUF,"$665,000",2015
Pat Sims,,CIN,"$665,000",2015
Willie Colon,,NYJ,"$665,000",2015
Lance Moore,,DET,"$665,000",2015
Darrius Heyward-Bey,,PIT,"$665,000",2015
Josh Huff,,PHI,"$663,986",2015
Chris Watt,,SDG,"$663,535",2015
Ra'Shede Hageman,,ATL,"$662,538",2015
Donte Moncrief,,IND,"$660,880",2015
Devin Taylor,,DET,"$660,146",2015
Kyle Juszczyk,,BAL,"$660,146",2015
Bryce Brown,,SEA,"$660,000",2015
Jermelle Cudjo,,DET,"$660,000",2015
Allen Bradford,,ATL,"$660,000",2015
Brandon Weeden,,2TM,"$660,000",2015
Shaun Draughn,,2TM,"$660,000",2015
Audie Cole,,MIN,"$660,000",2015
Anthony McCoy,,2TM,"$660,000",2015
Chris Owusu,,NYJ,"$660,000",2015
Sealver Siliga,,NWE,"$660,000",2015
Marcus Thigpen,,2TM,"$660,000",2015
Robert Turbin,,2TM,"$660,000",2015
Bryce Harris,,ATL,"$660,000",2015
Zach Miller,,CHI,"$660,000",2015
Marc Mariani,,CHI,"$660,000",2015
Jamell Fleming,,KAN,"$660,000",2015
Mike Mohamed,,NOR,"$660,000",2015
Danny Lansanah,,TAM,"$660,000",2015
Jamize Olawale,,OAK,"$660,000",2015
James-Michael Johnson,,3TM,"$660,000",2015
Bernard Pierce,,JAX,"$660,000",2015
Jack Crawford,,DAL,"$660,000",2015
Scott Solomon,,CLE,"$660,000",2015
Michael Wilhoite,,SFO,"$660,000",2015
Tom Compton,,WAS,"$660,000",2015
Tank Carder,,CLE,"$660,000",2015
Austin Pasztor,,CLE,"$660,000",2015
Josh Bush,,DEN,"$660,000",2015
Patrick DiMarco,,ATL,"$660,000",2015
Preston Parker,,NYG,"$660,000",2015
Jaye Howard,,KAN,"$660,000",2015
Josh Bellamy,,CHI,"$660,000",2015
Ricardo Lockette,,SEA,"$660,000",2015
Duke Ihenacho,,WAS,"$660,000",2015
Winston Guy,,IND,"$660,000",2015
DeShawn Shead,,SEA,"$660,000",2015
Justin Trattou,,MIN,"$660,000",2015
Josh Harris,,ATL,"$660,000",2015
John Brown,,ARI,"$657,725",2015
Will Clarke,,CIN,"$656,345",2015
Brandon Linder,,JAX,"$655,400",2015
Phillip Gaines,,KAN,"$655,278",2015
Michael Schofield,,DEN,"$652,300",2015
Richard Rodgers,,GNB,"$649,004",2015
Jerick McKinnon,,MIN,"$648,750",2015
Trai Turner,,CAR,"$644,950",2015
Dri Archer,,PIT,"$644,504",2015
Sio Moore,,IND,"$643,000",2015
Denard Robinson,,JAX,"$638,403",2015
D'Joun Smith,,IND,"$637,211",2015
Tharold Simon,,SEA,"$636,725",2015
Crockett Gillmore,,BAL,"$636,504",2015
Jeremiah Poutasi,,TEN,"$635,564",2015
A.J. Cann,,JAX,"$635,399",2015
Stepfan Taylor,,ARI,"$635,125",2015
John Kuhn,,GNB,"$635,000",2015
Jeff Linkenbach,,2TM,"$635,000",2015
Fozzy Whittaker,,CAR,"$635,000",2015
Clive Walford,,OAK,"$633,626",2015
A.J. Klein,,CAR,"$632,825",2015
Joseph Randle,,DAL,"$632,220",2015
Cooper Taylor,,NYG,"$631,813",2015
Tyler Lockett,,SEA,"$631,687",2015
Jeff Locke,,MIN,"$631,048",2015
Quinton Dial,,SFO,"$630,413",2015
Luke Willson,,SEA,"$629,633",2015
Micah Hyde,,GNB,"$629,527",2015
Bruce Ellington,,SFO,"$628,607",2015
Justin Ellis,,OAK,"$628,172",2015
Jaelen Strong,,HOU,"$627,995",2015
Cassius Marsh,,SEA,"$627,563",2015
Maurice Alexander,,STL,"$626,065",2015
Hroniss Grasu,,CHI,"$625,479",2015
Sam Martin,,DET,"$625,075",2015
Jacquizz Rodgers,,CHI,"$625,000",2015
Kellen Davis,,NYJ,"$625,000",2015
Russell Bodine,,CIN,"$624,114",2015
DaQuan Jones,,TEN,"$623,850",2015
Jamon Brown,,STL,"$623,704",2015
Andre Williams,,NYG,"$623,400",2015
De'Anthony Thomas,,KAN,"$623,027",2015
Keith McGill,,OAK,"$621,300",2015
Keshawn Martin,,NWE,"$621,176",2015
Ricky Wagner,,BAL,"$621,140",2015
Josh Boyd,,GNB,"$621,140",2015
Ka'Deem Carey,,CHI,"$620,845",2015
Owamagbe Odighizuwa,,NYG,"$620,125",2015
Anthony Hitchens,,DAL,"$618,716",2015
Garrett Grayson,,NOR,"$618,291",2015
Josh Evans,,JAX,"$617,205",2015
Marqueston Huff,,TEN,"$616,301",2015
Fred Jackson,,SEA,"$615,000",2015
Nate Washington,,HOU,"$615,000",2015
Walt Aikens,,MIA,"$613,977",2015
Chris Conley,,KAN,"$613,108",2015
Duke Johnson,,CLE,"$612,523",2015
Tourek Williams,,SDG,"$612,515",2015
Pierre Desir,,CLE,"$611,903",2015
Latavius Murray,,OAK,"$611,550",2015
