Player,Pos,Tm,Cap Hit,year
Alex Mack,C,ATL,"$8,000,000",2020
Ryan Fitzpatrick,QB,MIA,"$8,000,000",2020
Golden Tate,WR,NYG,"$7,975,000",2020
Charles Leno Jr.,OG,CHI,"$7,900,000",2020
Carlos Dunlap,DE,2TM,"$7,800,000",2020
Anthony Hitchens,OLB,KAN,"$7,800,000",2020
Corey Linsley,C,GNB,"$7,650,000",2020
Carl Nassib,DE,LVR,"$7,500,000",2020
Marcus Mariota,QB,LVR,"$7,500,000",2020
Darren Waller,WR,LVR,"$7,280,000",2020
Nick Martin,C,HOU,"$7,250,000",2020
Justin Pugh,OG,ARI,"$7,250,000",2020
Matthew Stafford,QB,DET,"$7,200,000",2020
John Brown,WR,BUF,"$7,050,000",2020
Kyle Rudolph,TE,MIN,"$7,025,000",2020
Adam Humphries,WR,TEN,"$7,000,000",2020
Henry Anderson,DE,NYJ,"$7,000,000",2020
Nick Kwiatkoski,ILB,LVR,"$7,000,000",2020
Sammy Watkins,WR,KAN,"$7,000,000",2020
DaQuan Jones,DT,TEN,"$7,000,000",2020
Brandon Linder,OG,JAX,"$7,000,000",2020
Anthony Castonzo,LT,IND,"$7,000,000",2020
Jared Cook,TE,NOR,"$7,000,000",2020
Kenny Stills,WR,HOU,"$6,975,000",2020
Justin Coleman,CB,DET,"$6,950,000",2020
Bobby Massie,T,CHI,"$6,900,000",2020
Taylor Decker,OT,DET,"$6,850,000",2020
Ezekiel Elliott,RB,DAL,"$6,800,000",2020
Mitch Morse,OT,BUF,"$6,775,000",2020
Olivier Vernon,DE,CLE,"$6,750,000",2020
Zach Ertz,TE,PHI,"$6,660,000",2020
Jerry Hughes,DE,BUF,"$6,650,000",2020
Marvin Jones,WR,DET,"$6,500,000",2020
Morgan Moses,OT,WAS,"$6,500,000",2020
Jason Pierre-Paul,DE,TAM,"$6,500,000",2020
Sterling Shepard,WR,NYG,"$6,475,000",2020
Keanu Neal,FS,ATL,"$6,466,000",2020
Trent Murphy,DE,BUF,"$6,425,000",2020
Shaq Lawson,DE,MIA,"$6,400,000",2020
DeSean Jackson,WR,PHI,"$6,200,000",2020
Benardrick McKinney,ILB,HOU,"$6,000,000",2020
Jacoby Brissett,QB,IND,"$6,000,000",2020
D.J. Hayden,CB,JAX,"$6,000,000",2020
Jordan Hicks,OLB,ARI,"$6,000,000",2020
Riley Reiff,OT,MIN,"$5,900,000",2020
Deion Jones,OLB,ATL,"$5,850,000",2020
Maliek Collins,DT,LVR,"$5,750,000",2020
Kenny Moore,CB,IND,"$5,750,000",2020
Keenan Allen,WR,LAC,"$5,500,000",2020
Bobby McCain,CB,MIA,"$5,500,000",2020
Matt Paradis,C,CAR,"$5,500,000",2020
Ryan Kelly,C,IND,"$5,350,000",2020
Mitchell Schwartz,T,KAN,"$5,320,000",2020
Denico Autry,DE,IND,"$5,300,000",2020
Jadeveon Clowney,DE,TEN,"$5,250,000",2020
Ricardo Allen,CB,ATL,"$5,250,000",2020
Mario Addison,DE,BUF,"$5,250,000",2020
Ben Jones,C,TEN,"$5,250,000",2020
Jaylon Smith,OLB,DAL,"$5,171,000",2020
Ali Marpet,C,TAM,"$5,125,000",2020
Kyle Juszczyk,FB,SFO,"$5,050,000",2020
Grady Jarrett,DT,ATL,"$5,001,000",2020
Leonard Floyd,OLB,LAR,"$5,000,000",2020
Calais Campbell,DE,BAL,"$5,000,000",2020
Tyrod Taylor,QB,LAC,"$5,000,000",2020
Connor McGovern,OG,NYJ,"$5,000,000",2020
Mark Glowinski,OG,IND,"$5,000,000",2020
Shaq Mason,G,NWE,"$5,000,000",2020
Alejandro Villanueva,T,PIT,"$5,000,000",2020
Quandre Diggs,CB,SEA,"$5,000,000",2020
Andrew Whitworth,T,LAR,"$5,000,000",2020
Jack Conklin,OT,CLE,"$5,000,000",2020
Robert Woods,WR,LAR,"$5,000,000",2020
K.J. Wright,LB,SEA,"$5,000,000",2020
Richie Incognito,G,LVR,"$5,000,000",2020
Adam Thielen,WR,MIN,"$4,800,000",2020
William Gholston,DE,TAM,"$4,750,000",2020
Jamon Brown,OT,PHI,"$4,750,000",2020
A.J. Cann,OG,JAX,"$4,675,000",2020
Buster Skrine,DB,CHI,"$4,650,000",2020
Lamarcus Joyner,CB,LVR,"$4,600,000",2020
George Fant,T,NYJ,"$4,600,000",2020
Tevin Coleman,RB,SFO,"$4,550,000",2020
Kyle Fuller,CB,CHI,"$4,500,000",2020
Nick Easton,C,NOR,"$4,500,000",2020
Desmond Trufant,CB,DET,"$4,500,000",2020
Bradley Roby,CB,HOU,"$4,500,000",2020
Nick Boyle,TE,BAL,"$4,500,000",2020
Cole Beasley,WR,BUF,"$4,400,000",2020
Preston Smith,DE,GNB,"$4,350,000",2020
Robbie Gould,K,SFO,"$4,350,000",2020
Jaquiski Tartt,SS,SFO,"$4,300,000",2020
Cameron Brate,TE,TAM,"$4,250,000",2020
Kenny Vaccaro,FS,TEN,"$4,250,000",2020
Brandon Williams,DT,BAL,"$4,250,000",2020
Tyler Boyd,WR,CIN,"$4,200,000",2020
Matthew Ioannidis,DT,WAS,"$4,200,000",2020
Cordarrelle Patterson,WR,CHI,"$4,150,000",2020
Malcom Brown,DT,NOR,"$4,100,000",2020
Jarran Reed,DT,SEA,"$4,100,000",2020
Fletcher Cox,DT,PHI,"$4,035,000",2020
Kareem Hunt,RB,CLE,"$4,009,000",2020
Jamie Collins,OLB,DET,"$4,000,000",2020
Ka'imi Fairbairn,K,HOU,"$4,000,000",2020
Blake Martinez,ILB,NYG,"$4,000,000",2020
Micah Hyde,CB,BUF,"$4,000,000",2020
Halapoulivaati Vaitai,OT,DET,"$4,000,000",2020
Shaq Thompson,OLB,CAR,"$4,000,000",2020
Mark Ingram,RB,BAL,"$4,000,000",2020
Vince Williams,ILB,PIT,"$4,000,000",2020
Nick Foles,QB,CHI,"$4,000,000",2020
J.C. Tretter,OG,CLE,"$4,000,000",2020
Mike Evans,WR,TAM,"$4,000,000",2020
Robby Anderson,WR,CAR,"$4,000,000",2020
Shawn Williams,SS,CIN,"$3,935,000",2020
James Bradberry,CB,NYG,"$3,900,000",2020
Jesse Davis,T,MIA,"$3,855,000",2020
Jesse James,TE,DET,"$3,800,000",2020
Jakeem Grant,WR,MIA,"$3,780,000",2020
Randall Cobb,WR,HOU,"$3,750,000",2020
Emmanuel Ogbah,DE,MIA,"$3,750,000",2020
James Carpenter,LG,ATL,"$3,750,000",2020
Quinton Jefferson,DT,BUF,"$3,750,000",2020
Johnathan Hankins,DT,LVR,"$3,750,000",2020
Willie Snead,WR,BAL,"$3,662,059",2020
Bradley McDougald,FS,NYJ,"$3,600,000",2020
Daniel Sorensen,S,KAN,"$3,600,000",2020
Shamar Stephen,DT,MIN,"$3,600,000",2020
Duke Johnson,RB,HOU,"$3,600,000",2020
Jake Matthews,OT,ATL,"$3,550,000",2020
Justin Tucker,K,BAL,"$3,500,000",2020
Vic Beasley,OLB,2TM,"$3,500,000",2020
Todd Gurley,RB,ATL,"$3,500,000",2020
J.R. Sweezy,G,ARI,"$3,500,000",2020
Johnny Hekker,P,LAR,"$3,500,000",2020
Jason Witten,TE,LVR,"$3,500,000",2020
Duron Harmon,FS,DET,"$3,500,000",2020
Abry Jones,DT,JAX,"$3,400,000",2020
Tyler Kroft,TE,BUF,"$3,400,000",2020
Jalen Richard,RB,LVR,"$3,375,000",2020
Julian Edelman,WR,NWE,"$3,300,000",2020
Adam Butler,DT,NWE,"$3,259,000",2020
Elijah Wilkinson,OT,DEN,"$3,259,000",2020
Nicholas Morrow,LB,LVR,"$3,259,000",2020
Jacob Hollister,TE,SEA,"$3,259,000",2020
Michael Davis,,LAC,"$3,259,000",2020
Matt Feiler,T,PIT,"$3,259,000",2020
Zane Gonzalez,K,ARI,"$3,259,000",2020
Roy Robertson-Harris,DE,CHI,"$3,259,000",2020
Keelan Cole,WR,JAX,"$3,259,000",2020
Mike Hilton,CB,PIT,"$3,259,000",2020
Kendrick Bourne,WR,SFO,"$3,259,000",2020
Eric Wilson,ILB,MIN,"$3,259,000",2020
Mike Purcell,DT,DEN,"$3,259,000",2020
Matt Breida,RB,MIA,"$3,259,000",2020
Quinton Dunbar,CB,SEA,"$3,250,000",2020
Damien Wilson,ILB,KAN,"$3,200,000",2020
Jonathan Jones,DB,NWE,"$3,200,000",2020
Wil Lutz,K,NOR,"$3,100,000",2020
Lawrence Guy,DT,NWE,"$3,100,000",2020
Seth Roberts,WR,CAR,"$3,100,000",2020
Ty Nsekhe,T,BUF,"$3,100,000",2020
Giovani Bernard,RB,CIN,"$3,100,000",2020
C.J. Uzomah,TE,CIN,"$3,050,000",2020
Jimmy Graham,TE,CHI,"$3,000,000",2020
Everson Griffen,DE,2TM,"$3,000,000",2020
Vonn Bell,SS,CIN,"$3,000,000",2020
Ndamukong Suh,DT,TAM,"$3,000,000",2020
Robert Quinn,DE,CHI,"$3,000,000",2020
James White,RB,NWE,"$3,000,000",2020
Breshad Perriman,WR,NYJ,"$3,000,000",2020
Derrick Henry,RB,TEN,"$3,000,000",2020
David Andrews,C,NWE,"$3,000,000",2020
Danny Trevathan,OLB,CHI,"$3,000,000",2020
Corey Peters,DT,ARI,"$3,000,000",2020
Josh Lambo,K,JAX,"$3,000,000",2020
Kyle Van Noy,OLB,MIA,"$3,000,000",2020
Ted Karras,OG,MIA,"$3,000,000",2020
Brandon McManus,K,DEN,"$3,000,000",2020
Tavon Young,CB,BAL,"$2,986,000",2020
Mike Davis,RB,CAR,"$2,950,000",2020
Austin Blythe,C,LAR,"$2,950,000",2020
Thomas Morstead,P,NOR,"$2,950,000",2020
Nick Williams,DT,DET,"$2,900,000",2020
Raheem Mostert,RB,SFO,"$2,875,000",2020
Jeff Heath,S,LVR,"$2,850,000",2020
Maxx Williams,TE,ARI,"$2,850,000",2020
Bobby Hart,OG,CIN,"$2,850,000",2020
Troy Hill,CB,LAR,"$2,850,000",2020
Latavius Murray,RB,NOR,"$2,800,000",2020
Josh Norman,CB,BUF,"$2,800,000",2020
Vernon Butler,DT,BUF,"$2,800,000",2020
John Ross,WR,CIN,"$2,798,981",2020
Tyson Alualu,DT,PIT,"$2,750,000",2020
Romeo Okwara,DE,DET,"$2,750,000",2020
Eric Murray,CB,HOU,"$2,750,000",2020
Avery Williamson,ILB,2TM,"$2,750,000",2020
Darren Fells,TE,HOU,"$2,750,000",2020
Virgil Green,TE,LAC,"$2,700,000",2020
Bradley Pinion,P,TAM,"$2,700,000",2020
Matt Prater,K,DET,"$2,700,000",2020
Markus Golden,OLB,2TM,"$2,651,319",2020
Jon Feliciano,OG,BUF,"$2,650,000",2020
Lee Smith,TE,BUF,"$2,650,000",2020
Jason McCourty,DB,NWE,"$2,650,000",2020
Kyler Fackrell,OLB,NYG,"$2,600,000",2020
Jason Myers,K,SEA,"$2,600,000",2020
Marshon Lattimore,CB,NOR,"$2,559,486",2020
Trey Hopkins,G,CIN,"$2,550,000",2020
Brandon Dunn,DT,HOU,"$2,500,000",2020
Kevin Huber,P,CIN,"$2,500,000",2020
Bruce Irvin,DE,SEA,"$2,500,000",2020
Arik Armstead,DE,SFO,"$2,500,000",2020
Jimmy Smith,CB,BAL,"$2,500,000",2020
Zach Fulton,OG,HOU,"$2,500,000",2020
Joe Schobert,OLB,JAX,"$2,500,000",2020
Terrance Mitchell,CB,CLE,"$2,500,000",2020
Graham Glasgow,OG,DEN,"$2,500,000",2020
Jarrod Wilson,S,JAX,"$2,450,000",2020
Dustin Hopkins,K,WAS,"$2,400,000",2020
Erik Harris,DB,LVR,"$2,350,000",2020
Harrison Butker,K,KAN,"$2,345,000",2020
Haason Reddick,OLB,ARI,"$2,302,904",2020
Joe Looney,G,DAL,"$2,300,000",2020
Austin Reiter,C,KAN,"$2,275,000",2020
Chris Conley,WR,JAX,"$2,275,000",2020
Blake Jarwin,TE,DAL,"$2,250,000",2020
Devin McCourty,DB,NWE,"$2,250,000",2020
Ricky Wagner,OT,GNB,"$2,250,000",2020
Quinton Spain,OG,2TM,"$2,250,000",2020
Stephen Weatherly,OLB,CAR,"$2,250,000",2020
Kendall Lamm,T,CLE,"$2,250,000",2020
Derek Wolfe,DT,BAL,"$2,250,000",2020
Cameron Jordan,DE,NOR,"$2,250,000",2020
Mackensie Alexander,CB,CIN,"$2,250,000",2020
Derek Barnett,DE,PHI,"$2,217,378",2020
Billy Turner,OT,GNB,"$2,200,000",2020
A.J. Klein,ILB,BUF,"$2,200,000",2020
Malik Hooker,FS,IND,"$2,183,169",2020
Eric Rowe,CB,MIA,"$2,175,000",2020
Stephen Hauschka,K,JAX,"$2,175,000",2020
Demarcus Robinson,WR,KAN,"$2,160,000",2020
Chris Hubbard,G,CLE,"$2,150,000",2020
K'Waun Williams,DB,SFO,"$2,150,000",2020
Ahkello Witherspoon,CB,SFO,"$2,133,000",2020
Brian Hill,RB,ATL,"$2,133,000",2020
Carl Lawson,DE,CIN,"$2,133,000",2020
Anthony Walker,LB,IND,"$2,133,000",2020
Chris Godwin,WR,TAM,"$2,133,000",2020
Dede Westbrook,WR,JAX,"$2,133,000",2020
Aaron Jones,RB,GNB,"$2,133,000",2020
Matt Haack,P,MIA,"$2,133,000",2020
Chase Roullier,C,WAS,"$2,133,000",2020
Jonnu Smith,TE,TEN,"$2,133,000",2020
Davon Godchaux,DT,MIA,"$2,133,000",2020
Marlon Mack,RB,IND,"$2,133,000",2020
Grover Stewart,DT,IND,"$2,133,000",2020
Jermaine Eluemunor,OG,NWE,"$2,133,000",2020
Brandon Wilson,CB,CIN,"$2,133,000",2020
Jourdan Lewis,CB,DAL,"$2,133,000",2020
Deatrich Wise Jr.,DE,NWE,"$2,133,000",2020
Jayon Brown,ILB,TEN,"$2,133,000",2020
Chris Wormley,DT,PIT,"$2,133,000",2020
Pat Elflein,C,2TM,"$2,133,000",2020
Dan Feeney,OG,LAC,"$2,133,000",2020
Julie'n Davenport,OT,MIA,"$2,133,000",2020
Shaquill Griffin,DB,SEA,"$2,133,000",2020
Jamaal Williams,RB,GNB,"$2,133,000",2020
Sam Tevi,OT,LAC,"$2,133,000",2020
Kenny Golladay,WR,DET,"$2,133,000",2020
Rayshawn Jenkins,FS,LAC,"$2,133,000",2020
Josh Reynolds,WR,LAR,"$2,133,000",2020
Jeremy Sprinkle,TE,WAS,"$2,133,000",2020
Matt Milano,OLB,BUF,"$2,133,000",2020
Nate Hairston,CB,2TM,"$2,133,000",2020
Fabian Moreau,CB,WAS,"$2,133,000",2020
Damontae Kazee,CB,ATL,"$2,133,000",2020
Cethan Carter,TE,CIN,"$2,133,000",2020
Xavier Woods,SS,DAL,"$2,133,000",2020
John Johnson,S,LAR,"$2,133,000",2020
Dylan Cole,LB,HOU,"$2,133,000",2020
Larry Ogunjobi,DT,CLE,"$2,133,000",2020
Matt Skura,C,BAL,"$2,133,000",2020
Chris Carson,RB,SEA,"$2,133,000",2020
Samson Ebukam,OLB,LAR,"$2,133,000",2020
George Kittle,TE,SFO,"$2,133,000",2020
Al-Quadin Muhammad,DE,IND,"$2,133,000",2020
Marlon Humphrey,CB,BAL,"$2,080,566",2020
Jonathan Allen,DT,WAS,"$2,046,324",2020
Adoree' Jackson,CB,TEN,"$2,003,561",2020
Drew Brees,QB,NOR,"$2,000,000",2020
Jason Kelce,C,PHI,"$2,000,000",2020
Dontari Poe,DT,DAL,"$2,000,000",2020
Andy Lee,P,ARI,"$2,000,000",2020
Matt Schaub,QB,ATL,"$2,000,000",2020
Za'Darius Smith,DE,GNB,"$2,000,000",2020
Jalen Mills,CB,PHI,"$2,000,000",2020
Michael Brockers,DT,LAR,"$2,000,000",2020
Shelby Harris,DE,DEN,"$2,000,000",2020
Jordan Phillips,DT,ARI,"$2,000,000",2020
Greg Mancz,C,HOU,"$2,000,000",2020
D.J. Reader,DT,CIN,"$2,000,000",2020
Alex Okafor,DE,KAN,"$2,000,000",2020
Eli Apple,CB,CAR,"$2,000,000",2020
Emmanuel Sanders,WR,NOR,"$2,000,000",2020
Chris Harris Jr.,CB,LAC,"$2,000,000",2020
Stephen Gostkowski,K,TEN,"$2,000,000",2020
Brian Winters,OG,BUF,"$2,000,000",2020
Dante Fowler,OLB,ATL,"$2,000,000",2020
Chuck Clark,FS,BAL,"$2,000,000",2020
A.J. McCarron,QB,HOU,"$2,000,000",2020
Rigoberto Sanchez,P,IND,"$2,000,000",2020
Robert Griffin III,QB,BAL,"$2,000,000",2020
Tyler Higbee,TE,LAR,"$2,000,000",2020
Sean Lee,LB,DAL,"$2,000,000",2020
Leonard Fournette,RB,TAM,"$2,000,000",2020
O.J. Howard,TE,TAM,"$1,977,903",2020
Minkah Fitzpatrick,FS,PIT,"$1,975,252",2020
Ereck Flowers,OT,MIA,"$1,975,000",2020
Garett Bolles,OT,DEN,"$1,969,351",2020
Jarrad Davis,ILB,DET,"$1,960,798",2020
Charles Harris,DE,ATL,"$1,943,692",2020
Evan Engram,TE,NYG,"$1,926,587",2020
Clelin Ferrell,EDGE,LVR,"$1,920,492",2020
Chris Jones,P,DAL,"$1,900,000",2020
DeMarcus Lawrence,DE,DAL,"$1,900,000",2020
Nick Vigil,ILB,LAC,"$1,900,000",2020
Brett Kern,P,TEN,"$1,900,000",2020
Jabrill Peppers,SS,NYG,"$1,875,271",2020
Patrick Robinson,DB,NOR,"$1,870,000",2020
P.J. Williams,CB,NOR,"$1,870,000",2020
Miles Killebrew,SS,DET,"$1,862,500",2020
Takkarist McKinley,OLB,ATL,"$1,858,163",2020
Vita Vea,DT,TAM,"$1,827,658",2020
Laken Tomlinson,OG,SFO,"$1,825,000",2020
Daron Payne,DT,WAS,"$1,790,760",2020
John Miller,OG,CAR,"$1,790,000",2020
Josh Hill,TE,NOR,"$1,785,000",2020
David Njoku,TE,CLE,"$1,763,877",2020
Jordan Howard,RB,2TM,"$1,750,000",2020
Tyler Matakevich,ILB,BUF,"$1,750,000",2020
Greg Olsen,TE,SEA,"$1,750,000",2020
Adrian Clayborn,DL,CLE,"$1,750,000",2020
Derek Carrier,WR,LVR,"$1,750,000",2020
Zach Banner,OG,PIT,"$1,750,000",2020
L.J. Fort,LB,BAL,"$1,750,000",2020
Christian Kirksey,OLB,GNB,"$1,750,000",2020
Pat O'Donnell,P,CHI,"$1,750,000",2020
Ben Garland,DL,SFO,"$1,750,000",2020
Anthony Brown,CB,DAL,"$1,750,000",2020
Adrian Amos,FS,GNB,"$1,750,000",2020
Marcus Davenport,DE,NOR,"$1,729,263",2020
T.J. Watt,OLB,PIT,"$1,727,532",2020
Kolton Miller,OT,LVR,"$1,704,666",2020
Craig Robertson,LB,NOR,"$1,700,000",2020
Kenny Clark,DT,GNB,"$1,690,000",2020
Sheldon Rankins,DT,NOR,"$1,690,000",2020
Ryan Ramczyk,OT,NOR,"$1,677,485",2020
Anthony Levine,S,BAL,"$1,675,000",2020
Cooper Kupp,WR,LAR,"$1,633,000",2020
Tremaine Edmunds,ILB,BUF,"$1,630,868",2020
Damion Square,DE,LAC,"$1,612,500",2020
Tress Way,P,WAS,"$1,600,000",2020
Matthew Slater,WR,NWE,"$1,600,000",2020
Alex Erickson,WR,CIN,"$1,600,000",2020
Jaire Alexander,CB,GNB,"$1,575,522",2020
Leighton Vander Esch,OLB,DAL,"$1,557,071",2020
Frank Ragnow,C,DET,"$1,550,922",2020
Aaron Rodgers,QB,GNB,"$1,550,000",2020
Joe Haeg,OT,TAM,"$1,550,000",2020
Billy Price,C,CIN,"$1,544,772",2020
Chris Moore,WR,BAL,"$1,535,000",2020
Rashaan Evans,ILB,TEN,"$1,532,472",2020
Josh Allen,EDGE,JAX,"$1,528,756",2020
Randy Bullock,K,CIN,"$1,525,000",2020
Jordan Poyer,CB,BUF,"$1,525,000",2020
Isaiah Wynn,OT,NWE,"$1,520,173",2020
Linval Joseph,DT,LAC,"$1,500,000",2020
Matt Barkley,QB,BUF,"$1,500,000",2020
Danny Shelton,DT,DET,"$1,500,000",2020
John Simon,DE,NWE,"$1,500,000",2020
Cameron Heyward,DE,PIT,"$1,500,000",2020
Clayton Fejedelem,FS,MIA,"$1,500,000",2020
Karl Joseph,SS,CLE,"$1,500,000",2020
Jimmie Ward,SS,SFO,"$1,500,000",2020
Xavier Rhodes,CB,IND,"$1,500,000",2020
Bryan Bulaga,T,LAC,"$1,500,000",2020
Justin Bethel,CB,NWE,"$1,500,000",2020
Cameron Fleming,OT,NYG,"$1,500,000",2020
Case Keenum,QB,CLE,"$1,500,000",2020
Daryl Worley,CB,3TM,"$1,500,000",2020
Ben Roethlisberger,QB,PIT,"$1,500,000",2020
DeAndre Hopkins,WR,ARI,"$1,500,000",2020
Dennis Kelly,OT,TEN,"$1,500,000",2020
Kevin Johnson,CB,CLE,"$1,500,000",2020
Carlos Hyde,RB,SEA,"$1,500,000",2020
Brian Poole,S,NYJ,"$1,500,000",2020
Thomas Davis,LB,WAS,"$1,500,000",2020
Danny Amendola,WR,DET,"$1,500,000",2020
Austin Hooper,TE,CLE,"$1,500,000",2020
Jordan Jenkins,OLB,NYJ,"$1,500,000",2020
Austin Ekeler,RB,LAC,"$1,500,000",2020
David Mayo,ILB,NYG,"$1,500,000",2020
D.J. Moore,WR,CAR,"$1,495,574",2020
Hayden Hurst,TE,ATL,"$1,483,275",2020
Joe Dahl,OG,DET,"$1,475,000",2020
Calvin Ridley,WR,ATL,"$1,470,974",2020
B.J. Finney,C,2TM,"$1,470,588",2020
Rashaad Penny,RB,SEA,"$1,458,676",2020
Terrell Edmunds,S,PIT,"$1,452,526",2020
Kevin King,CB,GNB,"$1,430,575",2020
Cam Robinson,OT,JAX,"$1,422,022",2020
Taven Bryan,DT,JAX,"$1,403,178",2020
Denzelle Good,OT,LVR,"$1,400,000",2020
T.J. Yeldon,RB,BUF,"$1,400,000",2020
Mason Crosby,K,GNB,"$1,400,000",2020
Ed Oliver,DL,BUF,"$1,389,325",2020
Carson Wentz,QB,PHI,"$1,383,000",2020
Mike Hughes,CB,MIN,"$1,377,044",2020
Chris Reed,G,CAR,"$1,375,000",2020
Tyler Shatley,OG,JAX,"$1,375,000",2020
Forrest Lamp,OG,LAC,"$1,374,125",2020
Austin Johnson,DT,NYG,"$1,362,500",2020
Brandon Graham,DE,PHI,"$1,360,000",2020
Marcus Maye,FS,NYJ,"$1,358,733",2020
Sony Michel,RB,NWE,"$1,355,154",2020
Devin Bush Jr.,LB,PIT,"$1,352,808",2020
Mark Nzeocha,OLB,SFO,"$1,350,000",2020
Lamar Jackson,QB,BAL,"$1,341,059",2020
Zay Jones,WR,LVR,"$1,339,522",2020
Marcus Williams,FS,NOR,"$1,315,969",2020
DeVante Parker,WR,MIA,"$1,300,000",2020
Cedric Ogbuehi,OT,SEA,"$1,300,000",2020
Andre Roberts,WR,BUF,"$1,300,000",2020
