Player,Pos,Tm,Cap Hit,year
Donnie Jones,P,PHI,"$1,250,000",2017
Aldrick Robinson,WR,SFO,"$1,250,000",2017
Kendall Wright,WR,CHI,"$1,250,000",2017
Joe Haden,DB,PIT,"$1,250,000",2017
D.J. Humphries,OT,ARI,"$1,245,192",2017
Cornelius Washington,DE,DET,"$1,237,500",2017
Shaq Thompson,OLB,CAR,"$1,235,793",2017
Breshad Perriman,WR,BAL,"$1,226,392",2017
Mason Foster,LB,WAS,"$1,225,000",2017
Byron Jones,CB,DAL,"$1,216,995",2017
Laken Tomlinson,OG,SFO,"$1,212,296",2017
Darrius Heyward-Bey,WR,PIT,"$1,200,000",2017
Harry Douglas,WR,TEN,"$1,200,000",2017
Ryan Allen,P,NWE,"$1,200,000",2017
Dion Lewis,RB,NWE,"$1,200,000",2017
Marcus Gilchrist,DB,HOU,"$1,200,000",2017
Alfred Morris,RB,DAL,"$1,200,000",2017
Xavier Su'a-Filo,OG,HOU,"$1,177,036",2017
Phillip Dorsett,WR,NWE,"$1,174,583",2017
Jack Conklin,OT,TEN,"$1,172,621",2017
Demarcus Lawrence,DE,DAL,"$1,170,907",2017
Leonard Floyd,OLB,CHI,"$1,167,403",2017
Damarious Randall,FS,GNB,"$1,154,612",2017
Eric Wood,C,BUF,"$1,150,000",2017
Jahri Evans,T,GNB,"$1,150,000",2017
Linval Joseph,DT,MIN,"$1,150,000",2017
Eli Apple,CB,NYG,"$1,138,742",2017
Malcom Brown,DT,NWE,"$1,127,112",2017
Marqise Lee,WR,JAX,"$1,125,549",2017
Brad Wing,P,NYG,"$1,125,000",2017
Cody Davis,S,LAR,"$1,111,111",2017
Lamarcus Joyner,CB,LAR,"$1,105,934",2017
Craig Robertson,LB,NOR,"$1,105,000",2017
Jonathan Stewart,RB,CAR,"$1,100,000",2017
DeAngelo Hall,DB,WAS,"$1,100,000",2017
Margus Hunt,DE,IND,"$1,100,000",2017
Jacquizz Rodgers,RB,TAM,"$1,100,000",2017
Tress Way,P,WAS,"$1,100,000",2017
Anthony Sherman,RB,KAN,"$1,100,000",2017
L.P. Ladouceur,LS,DAL,"$1,100,000",2017
Tank Carradine,DE,SFO,"$1,100,000",2017
David DeCastro,G,PIT,"$1,100,000",2017
Demetrius Harris,TE,KAN,"$1,100,000",2017
Russell Shepard,WR,CAR,"$1,100,000",2017
Jordan Matthews,WR,BUF,"$1,094,900",2017
Vernon Hargreaves,CB,TAM,"$1,094,439",2017
Weston Richburg,C,NYG,"$1,085,093",2017
Eddie Pleasant,SS,HOU,"$1,078,000",2017
Theo Riddick,RB,DET,"$1,075,000",2017
Kiko Alonso,ILB,MIA,"$1,075,000",2017
Josh Gordon,WR,CLE,"$1,068,406",2017
Paul Richardson,WR,SEA,"$1,062,659",2017
DeShawn Shead,DB,SEA,"$1,050,000",2017
Marshall Newhouse,"G,T",OAK,"$1,050,000",2017
Sheldon Rankins,DT,NOR,"$1,031,893",2017
Bradley Roby,CB,DEN,"$1,018,072",2017
Timmy Jernigan,DT,PHI,"$1,017,284",2017
Laremy Tunsil,OT,MIA,"$1,016,257",2017
Stephone Anthony,ILB,MIA,"$1,004,015",2017
Willie Young,DE,CHI,"$1,000,000",2017
La'el Collins,OT,DAL,"$1,000,000",2017
Daniel Kilgore,OL,SFO,"$1,000,000",2017
Mike Adams,DB,CAR,"$1,000,000",2017
Luke Willson,TE,SEA,"$1,000,000",2017
Byron Bell,T,DAL,"$1,000,000",2017
Eric Weems,WR,TEN,"$1,000,000",2017
Tom Compton,T,CHI,"$1,000,000",2017
David Harris,LB,NWE,"$1,000,000",2017
Mario Addison,DE,CAR,"$1,000,000",2017
Beau Brinkley,"LS,TE",TEN,"$1,000,000",2017
Jeremy Maclin,WR,BAL,"$1,000,000",2017
Lance Dunbar,RB,LAR,"$1,000,000",2017
Kellen Clemens,QB,LAC,"$1,000,000",2017
Terrance Williams,WR,DAL,"$1,000,000",2017
Justin Durant,LB,DAL,"$1,000,000",2017
Breno Giacomini,G,HOU,"$1,000,000",2017
Christian Jones,ILB,CHI,"$1,000,000",2017
Alshon Jeffery,WR,PHI,"$1,000,000",2017
Don Muhlbach,C,DET,"$1,000,000",2017
Lee Smith,TE,OAK,"$1,000,000",2017
Kamar Aiken,WR,IND,"$1,000,000",2017
Mason Crosby,K,GNB,"$1,000,000",2017
Danny Woodhead,RB,BAL,"$1,000,000",2017
Stephon Tuitt,DT,PIT,"$1,000,000",2017
Chris Long,DE,PHI,"$1,000,000",2017
Jon Ryan,P,SEA,"$1,000,000",2017
Tramon Williams,DB,ARI,"$1,000,000",2017
Derrick Johnson,LB,KAN,"$1,000,000",2017
Zak DeOssie,LB,NYG,"$1,000,000",2017
Tom Brady,QB,NWE,"$1,000,000",2017
Adrian Peterson,RB,2TM,"$1,000,000",2017
Kasim Edebali,OLB,2TM,"$1,000,000",2017
Stephen Paea,DT,DAL,"$1,000,000",2017
Tyvon Branch,DB,ARI,"$1,000,000",2017
Julius Peppers,DE,CAR,"$1,000,000",2017
Anthony Castonzo,OL,IND,"$1,000,000",2017
Matthew Stafford,QB,DET,"$1,000,000",2017
Darius Butler,DB,IND,"$1,000,000",2017
Jack Doyle,TE,IND,"$1,000,000",2017
Joe Berger,T,MIN,"$1,000,000",2017
Andy Lee,P,ARI,"$1,000,000",2017
Jonathan Cooper,OG,DAL,"$1,000,000",2017
Ryan Schraeder,T,ATL,"$1,000,000",2017
Mitch Unrein,DT,CHI,"$1,000,000",2017
Jon Condo,LB,OAK,"$1,000,000",2017
Nick Folk,K,TAM,"$1,000,000",2017
Brandon Fusco,OL,SFO,"$1,000,000",2017
Zach Kerr,NT,DEN,"$1,000,000",2017
Nolan Carroll,DB,DAL,"$1,000,000",2017
John Kuhn,FB,NOR,"$1,000,000",2017
Ahmad Brooks,LB,GNB,"$1,000,000",2017
Keenan Allen,WR,LAC,"$1,000,000",2017
Charles Johnson,DE,CAR,"$1,000,000",2017
Brock Coyle,LB,SFO,"$1,000,000",2017
Lawrence Timmons,LB,MIA,"$1,000,000",2017
Dekoda Watson,LB,SFO,"$1,000,000",2017
Brian Winters,OG,NYJ,"$1,000,000",2017
Matt Kalil,OT,CAR,"$1,000,000",2017
Frostee Rucker,DE,ARI,"$1,000,000",2017
Nick Foles,QB,PHI,"$1,000,000",2017
Corey Graham,DB,PHI,"$1,000,000",2017
Kelvin Benjamin,WR,2TM,"$1,000,000",2017
Ryan Mallett,QB,BAL,"$1,000,000",2017
Sherrick McManis,DB,CHI,"$1,000,000",2017
Karlos Dansby,LB,ARI,"$1,000,000",2017
Ross Cockrell,CB,NYG,"$1,000,000",2017
Pat Sims,DT,CIN,"$1,000,000",2017
Jeremiah Attaochu,OLB,LAC,"$993,150",2017
Landon Collins,SS,NYG,"$991,415",2017
Kyle Van Noy,OLB,NWE,"$990,741",2017
Karl Joseph,SS,OAK,"$990,196",2017
Darqueze Dennard,CB,CIN,"$988,032",2017
Donovan Smith,OT,TAM,"$986,715",2017
Mario Edwards,DE,OAK,"$982,015",2017
Corey Coleman,WR,CLE,"$979,773",2017
Rhett Ellison,FB,NYG,"$975,000",2017
Ted Larsen,C,MIA,"$975,000",2017
Don Carey,DB,DET,"$975,000",2017
Kyle Nelson,TE,SFO,"$975,000",2017
T.J. Yeldon,RB,JAX,"$972,617",2017
Troy Niklas,TE,ARI,"$968,632",2017
Preston Smith,DE,WAS,"$960,395",2017
Dee Ford,DE,KAN,"$957,704",2017
Davante Adams,WR,GNB,"$956,373",2017
Eddie Goldman,DT,CHI,"$951,938",2017
Derek Carrier,WR,LAR,"$950,000",2017
Reshad Jones,DB,MIA,"$950,000",2017
Jayrone Elliott,LB,DAL,"$950,000",2017
Case Keenum,QB,MIN,"$950,000",2017
Taylor Decker,OT,DET,"$948,499",2017
T.J. McDonald,FS,MIA,"$944,445",2017
Keanu Neal,FS,ATL,"$938,075",2017
Austin Seferian-Jenkins,TE,NYJ,"$936,690",2017
Alex Okafor,DE,NOR,"$935,000",2017
Cody Latimer,WR,DEN,"$925,725",2017
Ryan Kelly,C,IND,"$925,045",2017
John Jerry,G,NYG,"$925,000",2017
Benardrick McKinney,ILB,HOU,"$920,921",2017
Shaq Lawson,DE,BUF,"$917,226",2017
Darron Lee,OLB,NYJ,"$914,620",2017
Hau'oli Kikaha,OLB,NOR,"$913,755",2017
Will Fuller,WR,HOU,"$912,014",2017
Antonio Brown,WR,PIT,"$910,000",2017
Jack Mewhort,OT,IND,"$907,337",2017
Josh Doctson,WR,WAS,"$906,802",2017
Eric Kendricks,ILB,MIN,"$903,720",2017
Laquon Treadwell,WR,MIN,"$901,590",2017
Morgan Cox,C,BAL,"$900,000",2017
LeGarrette Blount,RB,PHI,"$900,000",2017
Demario Davis,OLB,NYJ,"$900,000",2017
Phillip Supernaw,TE,TEN,"$900,000",2017
Tramaine Brock,DB,MIN,"$900,000",2017
Sam Young,T,MIA,"$900,000",2017
Connor Barth,K,CHI,"$900,000",2017
Jon Weeks,C,HOU,"$900,000",2017
Frank Zombo,LB,KAN,"$900,000",2017
Alterraun Verner,DB,MIA,"$900,000",2017
Garrison Sanborn,C,TAM,"$900,000",2017
Latavius Murray,RB,MIN,"$900,000",2017
Nick Sundberg,C,WAS,"$900,000",2017
Brett Goode,LB,GNB,"$900,000",2017
Chandler Catanzaro,K,NYJ,"$900,000",2017
Martellus Bennett,TE,2TM,"$900,000",2017
J.J. Jansen,C,CAR,"$900,000",2017
Lamarr Houston,DT,2TM,"$900,000",2017
Jamaal Charles,RB,DEN,"$900,000",2017
Matt Slater,WR,NWE,"$900,000",2017
Evander Hood,DT,WAS,"$900,000",2017
Brandon Tate,WR,BUF,"$900,000",2017
Roy Miller,DT,KAN,"$900,000",2017
Lawrence Guy,DT,NWE,"$900,000",2017
John Sullivan,C,LAR,"$900,000",2017
Glover Quin,DB,DET,"$900,000",2017
Colt Anderson,DB,BUF,"$900,000",2017
Blaine Gabbert,QB,ARI,"$900,000",2017
Mike Windt,C,LAC,"$900,000",2017
Caleb Sturgis,K,PHI,"$900,000",2017
John Denney,DE-C,MIA,"$900,000",2017
Chase Daniel,QB,NOR,"$900,000",2017
Darren McFadden,RB,DAL,"$900,000",2017
Lardarius Webb,DB,BAL,"$900,000",2017
Eric Berry,DB,KAN,"$900,000",2017
Rey Maualuga,LB,MIA,"$900,000",2017
Mike Tolbert,RB,BUF,"$900,000",2017
Captain Munnerlyn,DB,CAR,"$900,000",2017
Ramon Humber,LB,BUF,"$900,000",2017
Kendall Langford,DE,HOU,"$900,000",2017
Tavon Wilson,FS,DET,"$900,000",2017
Joe Webb,WR,BUF,"$900,000",2017
Anthony Levine,S,BAL,"$900,000",2017
Allen Robinson,WR,JAX,"$898,755",2017
Jarvis Landry,WR,MIA,"$893,852",2017
Justin Britt,OT,SEA,"$891,400",2017
William Jackson,CB,CIN,"$891,166",2017
Michael Floyd,WR,MIN,"$887,058",2017
Artie Burns,CB,PIT,"$885,954",2017
Darryl Tapp,DE,TAM,"$882,353",2017
Jeremy Hill,RB,CIN,"$881,855",2017
Paxton Lynch,QB,DEN,"$880,741",2017
Eric Rowe,CB,NWE,"$878,623",2017
Kenny Clark,DT,GNB,"$875,529",2017
Ryan Griffin,TE,HOU,"$875,000",2017
Jason Verrett,CB,LAC,"$860,000",2017
Manti Te'o,ILB,NOR,"$850,000",2017
Colton Schmidt,P,BUF,"$850,000",2017
LaRoy Reynolds,LB,ATL,"$850,000",2017
Chris Banjo,S,NOR,"$850,000",2017
Nate Palmer,LB,TEN,"$850,000",2017
Vlad Ducasse,G,BUF,"$850,000",2017
Matt Tobin,T,SEA,"$850,000",2017
Fozzy Whittaker,RB,CAR,"$850,000",2017
Chris Johnson,RB,ARI,"$847,059",2017
Nate Orchard,OLB,CLE,"$841,028",2017
Robert Nkemdiche,DT,ARI,"$840,936",2017
Keith Tandy,S,TAM,"$840,000",2017
Devin Funchess,WR,CAR,"$836,900",2017
Mitch Morse,OT,KAN,"$834,826",2017
Denzel Perryman,ILB,LAC,"$831,724",2017
Vernon Butler,DT,CAR,"$831,660",2017
Jordan Phillips,DT,MIA,"$831,628",2017
Germain Ifedi,OT,SEA,"$825,687",2017
Nate Ebner,DB,NWE,"$825,000",2017
Carlos Hyde,RB,SFO,"$822,047",2017
Jimmy Garoppolo,QB,SFO,"$820,077",2017
Kony Ealy,DE,NYJ,"$803,660",2017
Maxx Williams,TE,BAL,"$803,431",2017
Ronald Darby,CB,PHI,"$800,426",2017
Sealver Siliga,DT,TAM,"$800,000",2017
Neiko Thorpe,DB,SEA,"$800,000",2017
Bradley McDougald,FS,SEA,"$800,000",2017
Lance Kendricks,TE,GNB,"$800,000",2017
Shareece Wright,DB,BUF,"$800,000",2017
LaAdrian Waddle,T,NWE,"$800,000",2017
Joe Looney,G,DAL,"$800,000",2017
James Develin,RB,NWE,"$800,000",2017
Kevin Minter,ILB,CIN,"$800,000",2017
Chris Jones,P,DAL,"$800,000",2017
Robert Turbin,RB,IND,"$800,000",2017
Andre Holmes,WR,BUF,"$800,000",2017
Blair Walsh,K,SEA,"$800,000",2017
Brice Butler,WR,DAL,"$800,000",2017
Michael Wilhoite,LB,SEA,"$800,000",2017
Trai Turner,OG,CAR,"$797,000",2017
Rob Havenstein,OT,LAR,"$795,911",2017
Ricky Jean-Francois,DT,2TM,"$794,118",2017
Billy Turner,OT,DEN,"$794,000",2017
Jaquiski Tartt,SS,SFO,"$792,910",2017
Markus Golden,OLB,ARI,"$791,212",2017
Ty Sambrailo,OT,ATL,"$784,633",2017
Brandin Cooks,WR,NWE,"$781,599",2017
Josh Harris,LS,ATL,"$780,000",2017
Ha Ha Clinton-Dix,FS,GNB,"$778,534",2017
Quinten Rollins,CB,GNB,"$775,233",2017
Quinton Dial,DE,GNB,"$775,001",2017
Brandon Williams,DT,BAL,"$775,000",2017
A.Q. Shipley,C,ARI,"$775,000",2017
Jimmy Smith,CB,BAL,"$775,000",2017
Taiwan Jones,RB,BUF,"$775,000",2017
John Jenkins,DT,CHI,"$775,000",2017
Wes Horton,DE,CAR,"$775,000",2017
Sam Acho,OLB,CHI,"$775,000",2017
Randy Bullock,K,CIN,"$775,000",2017
Bruce Carter,LB,NYJ,"$775,000",2017
Cameron Heyward,DE,PIT,"$775,000",2017
Dennis Kelly,OT,TEN,"$775,000",2017
Brock Osweiler,QB,DEN,"$775,000",2017
Jordan Todman,RB,HOU,"$775,000",2017
Amini Silatolu,T,CAR,"$775,000",2017
Blidi Wreh-Wilson,CB,ATL,"$775,000",2017
Oday Aboushi,OT,SEA,"$775,000",2017
Tyrunn Walker,DL,LAR,"$775,000",2017
Josh LeRibeus,G,NOR,"$775,000",2017
Rafael Bush,S,NOR,"$775,000",2017
Darryl Morris,CB,NYG,"$775,000",2017
J.T. Thomas,LB,NYG,"$775,000",2017
Jake McQuaide,LS,LAR,"$775,000",2017
Benny Cunningham,RB,CHI,"$775,000",2017
Tony Bergstrom,OT,2TM,"$775,000",2017
Andre Ellington,RB,2TM,"$775,000",2017
Ryan Davis,DE,BUF,"$775,000",2017
Robert McClain,DB,TAM,"$775,000",2017
Kevin McDermott,LS,MIN,"$775,000",2017
Brian Schwenke,C,TEN,"$775,000",2017
EJ Manuel,QB,OAK,"$775,000",2017
Stefen Wisniewski,OL,PHI,"$775,000",2017
Ben Jacobs,LB,CAR,"$775,000",2017
Nickell Robey-Coleman,CB,LAR,"$775,000",2017
Courtney Upshaw,OLB,ATL,"$775,000",2017
Sterling Moore,CB,NOR,"$775,000",2017
Jeremy Kerley,WR,NYJ,"$775,000",2017
Austin Pasztor,OL,ATL,"$775,000",2017
Kai Forbath,K,MIN,"$775,000",2017
Rodney McLeod,S,PHI,"$775,000",2017
Arrelious Benn,WR,JAX,"$775,000",2017
Doug Baldwin,WR,SEA,"$775,000",2017
Leonard Johnson,CB,BUF,"$775,000",2017
Najee Goode,ILB,PHI,"$775,000",2017
Bradley Sowell,T,CHI,"$775,000",2017
Cedric Thornton,DT,BUF,"$775,000",2017
MarQueis Gray,TE,MIA,"$775,000",2017
Junior Galette,DE,WAS,"$775,000",2017
Patrick Omameh,G,JAX,"$775,000",2017
Aaron Brewer,LS,ARI,"$775,000",2017
Justin Hunter,WR,PIT,"$775,000",2017
Jarvis Jenkins,DL,KAN,"$775,000",2017
Patrick Robinson,DB,PHI,"$775,000",2017
Matt Overton,LS,JAX,"$775,000",2017
Ryan Quigley,P,MIN,"$775,000",2017
Kyle Love,DT,CAR,"$775,000",2017
Damion Square,DE,LAC,"$775,000",2017
Brandon Bolden,RB,NWE,"$775,000",2017
David Bakhtiari,OT,GNB,"$775,000",2017
Logan Paulsen,TE,SFO,"$775,000",2017
Josh Bynes,LB,ARI,"$775,000",2017
Brandon Williams,TE,IND,"$775,000",2017
Geno Smith,QB,NYG,"$775,000",2017
Chris Carter,DL,WAS,"$775,000",2017
Colin Jones,DB,CAR,"$775,000",2017
Josh Bellamy,WR,CHI,"$775,000",2017
Austin Davis,QB,SEA,"$775,000",2017
Brian Quick,WR,WAS,"$775,000",2017
Jaron Brown,WR,ARI,"$775,000",2017
Rashaan Melvin,CB,IND,"$775,000",2017
Terence Garvin,LB,SEA,"$775,000",2017
Coty Sensabaugh,CB,PIT,"$775,000",2017
Julian Stanford,LB,NYJ,"$775,000",2017
Zach Ertz,TE,PHI,"$775,000",2017
Frank Clark,DE,SEA,"$774,294",2017
Jordan Richards,SS,NWE,"$772,413",2017
Jake Fisher,OT,CIN,"$772,229",2017
Charles Sims,RB,TAM,"$764,000",2017
Chance Warmack,OG,PHI,"$760,000",2017
Emmanuel Ogbah,DE,CLE,"$750,438",2017
Josh Mauro,DE,ARI,"$750,000",2017
Branden Oliver,RB,LAC,"$750,000",2017
Kevin Dodd,DE,TEN,"$747,832",2017
Jaylon Smith,OLB,DAL,"$745,226",2017
Hunter Henry,TE,LAC,"$740,014",2017
Myles Jack,OLB,JAX,"$737,929",2017
Sean Mannion,QB,LAR,"$730,037",2017
Steven Johnson,LB,2TM,"$729,412",2017
Jeff Locke,P,DET,"$729,412",2017
Asa Jackson,CB,SFO,"$729,412",2017
Nick Bellore,LB,DET,"$729,412",2017
Sean Spence,LB,2TM,"$729,412",2017
Jelani Jenkins,OLB,HOU,"$729,411",2017
Xavien Howard,CB,MIA,"$728,547",2017
Jay Bromley,DT,NYG,"$725,000",2017
Noah Spence,DE,TAM,"$724,377",2017
A.J. Cann,OG,JAX,"$721,000",2017
Sterling Shepard,WR,NYG,"$720,208",2017
Reggie Ragland,ILB,KAN,"$715,517",2017
Kamalei Correa,OLB,BAL,"$711,347",2017
Clive Walford,TE,OAK,"$710,646",2017
Kareem Martin,DE,ARI,"$710,000",2017
Chris Jones,DT,KAN,"$708,238",2017
Austin Johnson,DT,TEN,"$707,374",2017
Leon Hall,DB,SFO,"$705,882",2017
Terrence Brooks,FS,NYJ,"$705,000",2017
Ali Marpet,C,TAM,"$703,054",2017
Jihad Ward,DE,OAK,"$701,809",2017
Tre Boston,FS,LAC,"$700,000",2017
Logan Thomas,TE,BUF,"$700,000",2017
Charcandrick West,RB,KAN,"$700,000",2017
Darren Fells,TE,DET,"$700,000",2017
James Hurst,OT,BAL,"$700,000",2017
Michael Campanaro,WR,BAL,"$700,000",2017
Jonotthan Harrison,C,NYJ,"$700,000",2017
Phillip Gaines,CB,KAN,"$700,000",2017
Jerick McKinnon,RB,MIN,"$700,000",2017
Derrick Henry,RB,TEN,"$695,815",2017
Tyler Lockett,WR,SEA,"$695,000",2017
Daniel McCullers,DT,PIT,"$690,000",2017
Marquis Flowers,OLB,NWE,"$690,000",2017
Marcus Burley,CB,HOU,"$690,000",2017
Beau Allen,DT,PHI,"$690,000",2017
Marcus Smith,DE,SEA,"$690,000",2017
Walt Aikens,CB,MIA,"$690,000",2017
Jimmie Ward,SS,SFO,"$690,000",2017
Corey Nelson,OLB,DEN,"$690,000",2017
Nat Berhe,SS,NYG,"$690,000",2017
Orleans Darkwa,RB,NYG,"$690,000",2017
Bruce Ellington,WR,HOU,"$690,000",2017
Dontae Johnson,FS,SFO,"$690,000",2017
David King,DE,TEN,"$690,000",2017
Andrew DePaola,LS,CHI,"$690,000",2017
T.J. Jones,WR,DET,"$690,000",2017
Jordan Tripp,OLB,ATL,"$690,000",2017
Brent Urban,DE,BAL,"$690,000",2017
Adarius Glanton,LB,TAM,"$690,000",2017
Cameron Brate,TE,TAM,"$690,000",2017
Keith McGill,CB,OAK,"$690,000",2017
Dakota Dozier,OT,NYJ,"$690,000",2017
Sammy Watkins,WR,LAR,"$690,000",2017
Will Clarke,DE,TAM,"$690,000",2017
Pat O'Donnell,P,CHI,"$690,000",2017
Jake Matthews,OT,ATL,"$690,000",2017
James White,RB,NWE,"$690,000",2017
Jonathan Bostic,LB,IND,"$690,000",2017
Mike Evans,WR,TAM,"$690,000",2017
Khalil Mack,OLB,OAK,"$690,000",2017
Kevin Pierre-Louis,OLB,KAN,"$690,000",2017
Jerel Worthy,DT,BUF,"$690,000",2017
Ben Garland,DL,ATL,"$690,000",2017
Kenny Wiggins,T,LAC,"$690,000",2017
Luke Bowanko,C,BAL,"$690,000",2017
Dustin Hopkins,K,WAS,"$690,000",2017
Keith Smith,LB,DAL,"$690,000",2017
Brandon Dunn,DT,HOU,"$690,000",2017
Jadeveon Clowney,DE,HOU,"$690,000",2017
Jay Prosch,FB,HOU,"$690,000",2017
A.J. McCarron,QB,CIN,"$690,000",2017
Terrence Fede,DE,MIA,"$690,000",2017
Jaylen Watkins,CB,PHI,"$690,000",2017
Adrian Phillips,DB,LAC,"$690,000",2017
Joe Banyard,RB,BUF,"$690,000",2017
Cody Parkey,K,MIA,"$690,000",2017
Brittan Golden,WR,ARI,"$690,000",2017
Steven Means,DE,PHI,"$690,000",2017
Dewey McDonald,S,SEA,"$690,000",2017
Peyton Thompson,CB,JAX,"$690,000",2017
Jeff Janis,WR,GNB,"$690,000",2017
Kerwynn Williams,RB,ARI,"$690,000",2017
Bene Benwikere,CB,DAL,"$690,000",2017
Cassius Marsh,DE,2TM,"$690,000",2017
Jeremiah Sirles,OT,MIN,"$690,000",2017
Steven Terrell,DB,KAN,"$690,000",2017
Tyler Shatley,OG,JAX,"$690,000",2017
Alfred Blue,RB,HOU,"$690,000",2017
Derrick Coleman,RB,ATL,"$690,000",2017
Antone Exum,CB,SFO,"$690,000",2017
Pierre Desir,CB,IND,"$690,000",2017
Nick Williams,WR,ATL,"$690,000",2017
Mike Pennel,DT,NYJ,"$690,000",2017
Ty Nsekhe,T,WAS,"$690,000",2017
Tommy Bohanon,FB,JAX,"$690,000",2017
Chris Smith,DE,CIN,"$690,000",2017
Kenneth Acker,CB,KAN,"$690,000",2017
De'Anthony Thomas,RB,KAN,"$690,000",2017
Tom Savage,QB,HOU,"$690,000",2017
Daniel Sorensen,S,KAN,"$690,000",2017
Ryan Grant,WR,WAS,"$690,000",2017
Laurent Duvernay-Tardif,OT,KAN,"$690,000",2017
Terrance Mitchell,CB,KAN,"$690,000",2017
Nick Novak,K,LAC,"$688,235",2017
John Hughes,DT,NOR,"$688,235",2017
John Greco,T,NYG,"$688,235",2017
A'Shawn Robinson,DT,DET,"$687,892",2017
Ameer Abdullah,RB,DET,"$687,830",2017
Hroniss Grasu,C,CHI,"$687,500",2017
Jamon Brown,OT,LAR,"$686,686",2017
Johnthan Banks,CB,HOU,"$683,824",2017
Robert Blanton,CB,BUF,"$683,824",2017
David Bass,DE,2TM,"$683,824",2017
George Johnson,DE,2TM,"$683,824",2017
Damontre Moore,DE,DAL,"$683,823",2017
Michael Thomas,WR,NOR,"$682,681",2017
Tevin Coleman,RB,ATL,"$680,000",2017
Jason Spriggs,OT,GNB,"$677,468",2017
Jarran Reed,DT,SEA,"$672,256",2017
Nick Martin,C,HOU,"$667,044",2017
Deion Jones,OLB,ATL,"$656,620",2017
David Amerson,CB,OAK,"$650,000",2017
Cornelius Lucas,T,LAR,"$649,412",2017
Jordan Devey,T,KAN,"$649,408",2017
Mackensie Alexander,CB,MIN,"$646,196",2017
Jaelen Strong,WR,2TM,"$644,705",2017
Tyler Boyd,WR,CIN,"$643,589",2017
Duke Johnson,RB,CLE,"$642,500",2017
Cody Whitehair,OG,CHI,"$642,026",2017
P.J. Williams,CB,NOR,"$640,000",2017
T.J. Green,FS,IND,"$639,420",2017
Tim Lelito,G,DET,"$638,235",2017
Danielle Hunter,DE,MIN,"$636,000",2017
Sean Davis,FS,PIT,"$635,771",2017
Justin Drescher,C,ARI,"$635,292",2017
Chris Conley,WR,KAN,"$635,000",2017
Eli Harold,OLB,SFO,"$634,000",2017
Jordan Hicks,OLB,PHI,"$633,000",2017
Carl Davis,DT,BAL,"$630,750",2017
Vonn Bell,SS,NOR,"$630,559",2017
Chaz Green,OT,DAL,"$630,375",2017
James Bradberry,CB,CAR,"$630,038",2017
Henry Anderson,DE,IND,"$629,500",2017
Adam Gotsis,DT,DEN,"$628,996",2017
Tyler Kroft,TE,CIN,"$628,000",2017
Ty Montgomery,WR/RB,GNB,"$625,000",2017
Kevin Byard,S,TEN,"$618,566",2017
Steven Nelson,CB,KAN,"$618,500",2017
Carl Nassib,DE,CLE,"$618,110",2017
Chris McCain,LB,LAC,"$615,000",2017
Greg Van Roten,G,CAR,"$615,000",2017
Anthony Harris,DB,MIN,"$615,000",2017
Matt Longacre,DE,LAR,"$615,000",2017
Bobby Hart,OG,NYG,"$615,000",2017
JJ Nelson,WR,ARI,"$615,000",2017
Jameis Winston,QB,TAM,"$615,000",2017
Neal Sterling,WR,NYJ,"$615,000",2017
Darryl Roberts,CB,NYJ,"$615,000",2017
David Andrews,C,NWE,"$615,000",2017
Ladarius Gunter,CB,2TM,"$615,000",2017
Will Tye,TE,NYJ,"$615,000",2017
Kevin White,WR,CHI,"$615,000",2017
Chris Boswell,K,PIT,"$615,000",2017
Raheem Mostert,RB,SFO,"$615,000",2017
Daryl Williams,OT,CAR,"$615,000",2017
A.J. Derby,TE,2TM,"$615,000",2017
Kendall Lamm,T,HOU,"$615,000",2017
Adrian Amos,FS,CHI,"$615,000",2017
C.J. Uzomah,TE,CIN,"$615,000",2017
Justin Hardy,WR,ATL,"$615,000",2017
Brent Qvale,T,NYJ,"$615,000",2017
Mike Hull,ILB,MIA,"$615,000",2017
Christian Covington,DT,HOU,"$615,000",2017
James O'Shaughnessy,TE,JAX,"$615,000",2017
Grady Jarrett,DT,ATL,"$615,000",2017
Nick O'Leary,TE,BUF,"$615,000",2017
Shelby Harris,DE,DEN,"$615,000",2017
Leonard Williams,DT,NYJ,"$615,000",2017
Brett Hundley,QB,GNB,"$615,000",2017
Joe Thomas,LB,GNB,"$615,000",2017
Kwon Alexander,OLB,TAM,"$615,000",2017
T.Y. McGill,DT,CLE,"$615,000",2017
Tyrell Williams,WR,LAC,"$615,000",2017
Quinton Spain,OG,TEN,"$615,000",2017
Greg Mancz,C,HOU,"$615,000",2017
Nick Easton,C,MIN,"$615,000",2017
Darius Philon,DT,LAC,"$615,000",2017
Brandon Coleman,WR,NOR,"$615,000",2017
Deshazor Everett,CB,WAS,"$615,000",2017
Damien Wilson,ILB,DAL,"$615,000",2017
Brian Peters,LB,HOU,"$615,000",2017
Bennie Fowler,WR,DEN,"$615,000",2017
Jamie Meder,DT,CLE,"$615,000",2017
Martavis Bryant,WR,PIT,"$615,000",2017
Michael Burton,FB,CHI,"$615,000",2017
Justin Coleman,CB,SEA,"$615,000",2017
Clayton Geathers,SS,IND,"$615,000",2017
Tyler Patmon,CB,JAX,"$615,000",2017
Javorius Allen,RB,BAL,"$615,000",2017
Ramik Wilson,ILB,KAN,"$615,000",2017
Sammie Coates,WR,CLE,"$615,000",2017
David Mayo,ILB,CAR,"$615,000",2017
