Player,Pos,Tm,Cap Hit,year
Derrick Morgan,DE,TEN,"$6,000,000",2017
Marshal Yanda,T,BAL,"$6,000,000",2017
Donald Penn,T,OAK,"$5,800,000",2017
Coby Fleener,TE,NOR,"$5,800,000",2017
K.J. Wright,LB,SEA,"$5,800,000",2017
Doug Martin,RB,TAM,"$5,764,706",2017
Alex Mack,C,ATL,"$5,750,000",2017
Tamba Hali,DE,KAN,"$5,750,000",2017
Eric Reid,FS,SFO,"$5,676,000",2017
Kenny Vaccaro,FS,NOR,"$5,676,000",2017
Brandon Linder,OG,JAX,"$5,500,000",2017
Haloti Ngata,DT,DET,"$5,500,000",2017
Lamar Miller,RB,HOU,"$5,500,000",2017
Derek Wolfe,DT,DEN,"$5,500,000",2017
Julius Thomas,TE,MIA,"$5,500,000",2017
Jerry Hughes,DE,BUF,"$5,400,000",2017
Bryan Bulaga,T,GNB,"$5,400,000",2017
Carlos Dunlap,DE,CIN,"$5,350,000",2017
Gabe Jackson,OG,OAK,"$5,250,000",2017
Travis Benjamin,WR,LAC,"$5,250,000",2017
Andy Levitre,G,ATL,"$5,250,000",2017
Kyle Rudolph,TE,MIN,"$5,150,000",2017
Harrison Smith,FS,MIN,"$5,150,000",2017
Rishard Matthews,WR,TEN,"$5,000,000",2017
Barry Church,DB,JAX,"$5,000,000",2017
Mike Mitchell,DB,PIT,"$5,000,000",2017
Logan Ryan,CB,TEN,"$5,000,000",2017
Sean Smith,DB,OAK,"$5,000,000",2017
Melvin Ingram,DE,LAC,"$5,000,000",2017
Derek Carr,QB,OAK,"$5,000,000",2017
Jay Cutler,QB,MIA,"$5,000,000",2017
Tashaun Gipson,DB,JAX,"$5,000,000",2017
Mark Barron,LB,LAR,"$5,000,000",2017
Brandon Brooks,G,PHI,"$5,000,000",2017
Jason Kelce,OL,PHI,"$5,000,000",2017
Mitchell Schwartz,T,KAN,"$4,900,000",2017
Mychal Kendricks,ILB,PHI,"$4,850,000",2017
Rodger Saffold,T,LAR,"$4,847,233",2017
Tyler Eifert,TE,CIN,"$4,782,000",2017
Jeff Allen,T,HOU,"$4,750,000",2017
Jamie Collins,OLB,CLE,"$4,750,000",2017
Morgan Burnett,DB,GNB,"$4,750,000",2017
Mike Wallace,WR,BAL,"$4,750,000",2017
Tyrann Mathieu,CB,ARI,"$4,750,000",2017
Josh Sitton,G,CHI,"$4,650,000",2017
Charles Clay,TE,BUF,"$4,500,000",2017
Cliff Avril,DE,SEA,"$4,500,000",2017
Chris Ivory,RB,JAX,"$4,500,000",2017
Bruce Irvin,DE,OAK,"$4,500,000",2017
Whitney Mercilus,DE,HOU,"$4,500,000",2017
Antonio Gates,TE,LAC,"$4,500,000",2017
Stephon Gilmore,CB,NWE,"$4,500,000",2017
Joe Barksdale,OL,LAC,"$4,500,000",2017
James Carpenter,OL,NYJ,"$4,450,000",2017
Demar Dotson,T,TAM,"$4,250,000",2017
Rob Gronkowski,TE,NWE,"$4,250,000",2017
Terron Armstead,OT,NOR,"$4,200,000",2017
Bobby Massie,T,CHI,"$4,200,000",2017
Delanie Walker,TE,TEN,"$4,200,000",2017
Darius Slay,CB,DET,"$4,100,000",2017
Brooks Reed,DL,ATL,"$4,100,000",2017
Clint Boling,OL,CIN,"$4,050,000",2017
Dustin Colquitt,P,KAN,"$4,050,000",2017
Bobby Wagner,ILB,SEA,"$4,000,000",2017
Shawn Lauvao,G,WAS,"$4,000,000",2017
Matt Forte,RB,NYJ,"$4,000,000",2017
Eric Weddle,DB,BAL,"$4,000,000",2017
Torrey Smith,WR,PHI,"$4,000,000",2017
Kenny Britt,WR,2TM,"$4,000,000",2017
Jeremy Lane,CB,SEA,"$4,000,000",2017
George Iloka,FS,CIN,"$4,000,000",2017
Marcedes Lewis,TE,JAX,"$4,000,000",2017
Marcus Gilbert,OL,PIT,"$4,000,000",2017
Nigel Bradham,OLB,PHI,"$4,000,000",2017
Terrell Suggs,LB-DE,BAL,"$4,000,000",2017
Darren Sproles,RB,PHI,"$4,000,000",2017
Robert Ayers,DE,TAM,"$4,000,000",2017
Paul Posluszny,LB,JAX,"$3,950,000",2017
Malcolm Butler,CB,NWE,"$3,910,000",2017
Brian Robison,DE,MIN,"$3,900,000",2017
Ron Parker,CB,KAN,"$3,900,000",2017
Allen Bailey,DL,KAN,"$3,900,000",2017
Christian Kirksey,OLB,CLE,"$3,797,000",2017
J.R. Sweezy,G,TAM,"$3,750,000",2017
Jerrell Freeman,LB,CHI,"$3,750,000",2017
Adrian Clayborn,DL,ATL,"$3,750,000",2017
Jordan Reed,TE,WAS,"$3,750,000",2017
Bilal Powell,RB,NYJ,"$3,750,000",2017
Pierre Garcon,WR,SFO,"$3,675,000",2017
Michael Johnson,DE,CIN,"$3,550,000",2017
Frank Gore,RB,IND,"$3,500,000",2017
Ben Jones,C,TEN,"$3,500,000",2017
Cole Beasley,WR,DAL,"$3,500,000",2017
Tavon Austin,WR,LAR,"$3,500,000",2017
Prince Amukamara,CB,CHI,"$3,500,000",2017
Brandon Mebane,DT,LAC,"$3,350,000",2017
Greg Robinson,OT,DET,"$3,322,377",2017
Thomas Davis,LB,CAR,"$3,250,000",2017
Casey Hayward,DB,LAC,"$3,250,000",2017
Blake Bortles,QB,JAX,"$3,236,565",2017
Graham Gano,K,CAR,"$3,200,000",2017
Dan Bailey,K,DAL,"$3,200,000",2017
Richie Incognito,G,BUF,"$3,175,000",2017
Joel Bitonio,OT,CLE,"$3,164,777",2017
Thomas Morstead,P,NOR,"$3,150,000",2017
Matt Prater,K,DET,"$3,150,000",2017
Mark Ingram,RB,NOR,"$3,100,000",2017
Shawn Williams,SS,CIN,"$3,100,000",2017
C.J. Fiedorowicz,TE,HOU,"$3,097,000",2017
Tahir Whitehead,OLB,DET,"$3,050,000",2017
Terrelle Pryor,QB,WAS,"$3,000,000",2017
Ricky Wagner,OT,DET,"$3,000,000",2017
Russell Okung,T,LAC,"$3,000,000",2017
NaVorro Bowman,LB,2TM,"$3,000,000",2017
Fletcher Cox,DT,PHI,"$3,000,000",2017
Brandon Marshall,WR,NYG,"$3,000,000",2017
Derrick Shelby,DE,ATL,"$3,000,000",2017
William Gholston,DE,TAM,"$3,000,000",2017
Marcus Cooper,CB,CHI,"$3,000,000",2017
Kam Chancellor,DB,SEA,"$3,000,000",2017
Ryan Kalil,C,CAR,"$3,000,000",2017
Johnathan Hankins,DT,IND,"$3,000,000",2017
A.J. Bouye,CB,JAX,"$3,000,000",2017
Orlando Scandrick,DB,DAL,"$3,000,000",2017
T.J. Lang,T,DET,"$3,000,000",2017
T.J. Ward,DB,TAM,"$3,000,000",2017
Tony Jefferson,FS,BAL,"$3,000,000",2017
Jason Peters,T,PHI,"$3,000,000",2017
Chris Baker,DT,TAM,"$3,000,000",2017
Josh McCown,QB,NYJ,"$3,000,000",2017
Brent Celek,TE,PHI,"$3,000,000",2017
Robert Woods,WR,LAR,"$3,000,000",2017
Markus Wheaton,WR,CHI,"$3,000,000",2017
Andrew Sendejo,DB,MIN,"$2,950,000",2017
C.J. Anderson,RB,DEN,"$2,900,000",2017
Andre Branch,DE,MIA,"$2,900,000",2017
Steve McLendon,DT,NYJ,"$2,875,000",2017
Kevin Huber,P,CIN,"$2,800,000",2017
Brett Kern,P,TEN,"$2,800,000",2017
Virgil Green,TE,DEN,"$2,800,000",2017
Domata Peko,DT,DEN,"$2,800,000",2017
Justin Tucker,K,BAL,"$2,800,000",2017
Colt McCoy,QB,WAS,"$2,800,000",2017
Corey Peters,DT,ARI,"$2,750,000",2017
Adam Vinatieri,K,IND,"$2,750,000",2017
Reggie Nelson,DB,OAK,"$2,750,000",2017
Chris Clark,T,HOU,"$2,750,000",2017
Luke Joeckel,OT,SEA,"$2,750,000",2017
Kayvon Webster,CB,LAR,"$2,750,000",2017
Jonathan Casillas,LB,NYG,"$2,750,000",2017
William Hayes,DE,MIA,"$2,750,000",2017
Dontrelle Inman,WR,2TM,"$2,746,000",2017
Wesley Johnson,OT,NYJ,"$2,746,000",2017
Trey Burton,TE,PHI,"$2,746,000",2017
Brandon McManus,K,DEN,"$2,746,000",2017
Isaiah Crowell,RB,CLE,"$2,746,000",2017
Andrew Norwell,G,CAR,"$2,746,000",2017
Taylor Gabriel,WR,ATL,"$2,746,000",2017
Adam Thielen,WR,MIN,"$2,746,000",2017
Marcus Williams,CB,2TM,"$2,746,000",2017
Todd Davis,LB,DEN,"$2,746,000",2017
Travis Kelce,TE,KAN,"$2,700,000",2017
Stephen Gostkowski,K,NWE,"$2,700,000",2017
Ramon Foster,T,PIT,"$2,675,000",2017
Dante Fowler,OLB,JAX,"$2,570,478",2017
Drew Stanton,QB,ARI,"$2,550,000",2017
Dre Kirkpatrick,CB,CIN,"$2,550,000",2017
Quintin Demps,DB,CHI,"$2,500,000",2017
Jabaal Sheard,DL,IND,"$2,500,000",2017
Jarius Wright,WR,MIN,"$2,500,000",2017
Brandon Marshall,OLB,DEN,"$2,500,000",2017
Jared Cook,TE,OAK,"$2,500,000",2017
Patrick Chung,DB,NWE,"$2,500,000",2017
Ronald Leary,G,DEN,"$2,500,000",2017
Donald Stephenson,T,DEN,"$2,500,000",2017
Jamar Taylor,CB,CLE,"$2,500,000",2017
Dwayne Allen,TE,NWE,"$2,500,000",2017
Abry Jones,DT,JAX,"$2,500,000",2017
Morris Claiborne,CB,NYJ,"$2,500,000",2017
Chris Hogan,WR,NWE,"$2,500,000",2017
Cordarrelle Patterson,WR,OAK,"$2,500,000",2017
Dwayne Harris,WR,NYG,"$2,475,000",2017
Zane Beadles,T,SFO,"$2,450,000",2017
Emmanuel Lamur,LB,MIN,"$2,450,000",2017
Johnny Hekker,P,LAR,"$2,444,444",2017
Ryan Succop,K,TEN,"$2,400,000",2017
Marquette King,P,OAK,"$2,400,000",2017
Da'Norris Searcy,DB,TEN,"$2,400,000",2017
Terence Newman,DB,MIN,"$2,400,000",2017
Micah Hyde,CB,BUF,"$2,300,000",2017
Tom Johnson,DT,MIN,"$2,300,000",2017
Sam Koch,P,BAL,"$2,300,000",2017
Brian Cushing,LB,HOU,"$2,264,706",2017
Terrell McClain,DL,WAS,"$2,250,000",2017
Lane Taylor,G,GNB,"$2,250,000",2017
Vincent Rey,LB,CIN,"$2,250,000",2017
Elvis Dumervil,DE,SFO,"$2,250,000",2017
Arthur Moats,LB,PIT,"$2,250,000",2017
James Hanna,TE,DAL,"$2,250,000",2017
Stacy McGee,DT,WAS,"$2,250,000",2017
Chad Henne,QB,JAX,"$2,250,000",2017
Sam Martin,P,DET,"$2,225,000",2017
Jermaine Kearse,WR,NYJ,"$2,200,000",2017
Matthew Bosher,P,ATL,"$2,200,000",2017
Wesley Woodyard,LB,TEN,"$2,200,000",2017
Anthony Barr,OLB,MIN,"$2,157,750",2017
Shane Vereen,RB,NYG,"$2,150,000",2017
J.J. Wilcox,S,PIT,"$2,125,000",2017
Vance McDonald,TE,PIT,"$2,100,000",2017
Mike Daniels,DT,GNB,"$2,100,000",2017
Connor Barwin,DE,LAR,"$2,000,000",2017
Lorenzo Alexander,LB,BUF,"$2,000,000",2017
Vince Williams,ILB,PIT,"$2,000,000",2017
Josh Robinson,CB,TAM,"$2,000,000",2017
Clinton McDonald,DT,TAM,"$2,000,000",2017
Justin Bethel,CB,ARI,"$2,000,000",2017
D.J. Hayden,CB,DET,"$2,000,000",2017
Brice McCain,DB,TEN,"$2,000,000",2017
Kyle Juszczyk,FB,SFO,"$2,000,000",2017
Vernon Davis,TE,WAS,"$2,000,000",2017
Matt Slauson,G,LAC,"$2,000,000",2017
Robert Alford,CB,ATL,"$2,000,000",2017
Jermaine Gresham,TE,ARI,"$2,000,000",2017
Johnathan Cyprien,SS,TEN,"$2,000,000",2017
Antoine Bethea,DB,ARI,"$2,000,000",2017
Sylvester Williams,DT,TEN,"$2,000,000",2017
Dion Sims,TE,CHI,"$2,000,000",2017
D.J. Swearinger,FS,WAS,"$2,000,000",2017
Brynden Trawick,S,TEN,"$2,000,000",2017
Danny Trevathan,OLB,CHI,"$2,000,000",2017
William Gay,DB,PIT,"$2,000,000",2017
J.C. Tretter,OG,CLE,"$2,000,000",2017
Paul Worrilow,LB,DET,"$2,000,000",2017
Phil Dawson,K,ARI,"$2,000,000",2017
Ted Ginn,WR,NOR,"$2,000,000",2017
Brandon Carr,DB,BAL,"$2,000,000",2017
Ben Ijalana,OL,NYJ,"$2,000,000",2017
Taylor Lewan,OT,TEN,"$1,986,136",2017
Kenny Stills,WR,MIA,"$1,975,000",2017
Marcus Sherels,DB,MIN,"$1,950,000",2017
Marquise Goodwin,WR,SFO,"$1,950,000",2017
Ed Dickson,TE,CAR,"$1,950,000",2017
Everson Griffen,DE,MIN,"$1,900,000",2017
Brad Nortman,P,JAX,"$1,900,000",2017
Landry Jones,QB,PIT,"$1,900,000",2017
Kurt Coleman,LB,CAR,"$1,900,000",2017
Odell Beckham,WR,NYG,"$1,839,027",2017
Aaron Donald,DT,LAR,"$1,802,250",2017
Rex Burkhead,RB,NWE,"$1,800,000",2017
Donte Moncrief,WR,IND,"$1,797,000",2017
John Brown,WR,ARI,"$1,797,000",2017
Kerry Wynn,DE,NYG,"$1,797,000",2017
Avery Williamson,ILB,TEN,"$1,797,000",2017
Kevin Pamphile,OT,TAM,"$1,797,000",2017
Shamar Stephen,DT,MIN,"$1,797,000",2017
Aaron Colvin,CB,JAX,"$1,797,000",2017
Damien Williams,RB,MIA,"$1,797,000",2017
Chris Hubbard,G,PIT,"$1,797,000",2017
Michael Thomas,S,MIA,"$1,797,000",2017
DaQuan Jones,DT,TEN,"$1,797,000",2017
Russell Bodine,OG,CIN,"$1,797,000",2017
Anthony Hitchens,OLB,DAL,"$1,797,000",2017
Justin Ellis,DT,OAK,"$1,797,000",2017
Ryan Jensen,T,BAL,"$1,797,000",2017
Cameron Fleming,OT,NWE,"$1,797,000",2017
Terrance West,RB,BAL,"$1,797,000",2017
Charles Leno,OG,CHI,"$1,797,000",2017
Bashaud Breeland,CB,WAS,"$1,797,000",2017
Aaron Lynch,DE,SFO,"$1,797,000",2017
T.J. Carrie,CB,OAK,"$1,797,000",2017
Albert Wilson,WR,KAN,"$1,797,000",2017
Denico Autry,DE,OAK,"$1,797,000",2017
Andre Hal,CB,HOU,"$1,797,000",2017
Corey Linsley,C,GNB,"$1,797,000",2017
Nevin Lawson,CB,DET,"$1,797,000",2017
Telvin Smith,ILB,JAX,"$1,797,000",2017
Maurice Alexander,SS,LAR,"$1,797,000",2017
Michael Schofield,OT,LAC,"$1,797,000",2017
Devon Kennard,OLB,NYG,"$1,797,000",2017
William Compton,LB,WAS,"$1,797,000",2017
Korey Toomer,ILB,LAC,"$1,797,000",2017
E.J. Gaines,CB,BUF,"$1,797,000",2017
Zach Fulton,OG,KAN,"$1,788,500",2017
Richard Rodgers,TE,GNB,"$1,787,000",2017
Spencer Long,OG,WAS,"$1,787,000",2017
Travis Swanson,C,DET,"$1,772,000",2017
Preston Brown,ILB,BUF,"$1,762,000",2017
Alan Branch,DT,NWE,"$1,750,000",2017
Joe Hawley,G,TAM,"$1,750,000",2017
Allen Barbre,T,DEN,"$1,750,000",2017
Niles Paul,WR,WAS,"$1,750,000",2017
Matt Moore,QB,MIA,"$1,750,000",2017
Matt Cassel,QB,TEN,"$1,750,000",2017
Scott Tolzien,QB,IND,"$1,750,000",2017
Ryan Fitzpatrick,QB,TAM,"$1,750,000",2017
Ereck Flowers,OT,NYG,"$1,743,338",2017
Kyle Fuller,CB,CHI,"$1,740,955",2017
Jared Goff,QB,LAR,"$1,719,894",2017
Ryan Shazier,OLB,PIT,"$1,716,438",2017
Zach Strief,G,NOR,"$1,700,000",2017
Larry Warford,OG,NOR,"$1,700,000",2017
A.J. Klein,ILB,NOR,"$1,700,000",2017
Ryan Hewitt,FB,CIN,"$1,700,000",2017
Luke Stocker,TE,2TM,"$1,700,000",2017
Max Unger,C,NOR,"$1,700,000",2017
Todd Gurley,RB,LAR,"$1,691,653",2017
Carson Wentz,QB,PHI,"$1,662,561",2017
Earl Mitchell,DT,SFO,"$1,650,000",2017
Josh Hill,TE,NOR,"$1,650,000",2017
Britton Colquitt,P,CLE,"$1,650,000",2017
Zack Martin,OT,DAL,"$1,642,882",2017
C.J. Mosley,ILB,BAL,"$1,618,365",2017
Trae Waynes,CB,MIN,"$1,611,761",2017
Giovani Bernard,RB,CIN,"$1,600,000",2017
Steven Hauschka,K,BUF,"$1,600,000",2017
Eric Ebron,TE,DET,"$1,590,337",2017
Calvin Pryor,FS,JAX,"$1,587,716",2017
Ezekiel Elliott,RB,DAL,"$1,584,379",2017
Ja'Wuan James,OT,MIA,"$1,569,327",2017
Derek Anderson,QB,CAR,"$1,550,000",2017
Zach Brown,OLB,WAS,"$1,550,000",2017
Garrett Celek,TE,SFO,"$1,550,000",2017
Josh Martin,LB,NYJ,"$1,550,000",2017
Desmond Trufant,CB,ATL,"$1,526,000",2017
Austin Howard,T,BAL,"$1,525,000",2017
Jalen Ramsey,FS,JAX,"$1,511,409",2017
Mike Gillislee,RB,NWE,"$1,500,000",2017
Kelvin Beachum,T,NYJ,"$1,500,000",2017
D.J. Fluker,OT,NYG,"$1,500,000",2017
Levine Toilolo,TE,ATL,"$1,500,000",2017
Zach Miller,TE,CHI,"$1,500,000",2017
Jordan Poyer,CB,BUF,"$1,500,000",2017
Jason McCourty,DB,CLE,"$1,500,000",2017
Lerentee McCray,LB,JAX,"$1,500,000",2017
Jahleel Addae,S,LAC,"$1,500,000",2017
Alejandro Villanueva,OL,PIT,"$1,500,000",2017
Chris Hairston,OL,LAC,"$1,500,000",2017
Duron Harmon,FS,NWE,"$1,500,000",2017
Ryan Groy,OG,BUF,"$1,500,000",2017
Robbie Gould,K,SFO,"$1,500,000",2017
Jamize Olawale,FB,OAK,"$1,500,000",2017
Benson Mayowa,DE,DAL,"$1,500,000",2017
Menelik Watson,OT,DEN,"$1,500,000",2017
Barkevious Mingo,OLB,IND,"$1,500,000",2017
John Simon,DE,IND,"$1,500,000",2017
Anthony Fasano,TE,MIA,"$1,500,000",2017
Chris Conte,DB,TAM,"$1,500,000",2017
Bryan Anger,P,TAM,"$1,500,000",2017
Keenan Robinson,OLB,NYG,"$1,500,000",2017
Davon House,DB,GNB,"$1,500,000",2017
Shane Lechler,P,HOU,"$1,500,000",2017
Danny Shelton,DT,CLE,"$1,498,970",2017
Jermon Bushrod,T,MIA,"$1,475,000",2017
Deone Bucannon,SS,ARI,"$1,471,255",2017
Jeff Heath,S,DAL,"$1,471,000",2017
Andrus Peat,OT,NOR,"$1,470,773",2017
Robert Golden,S,PIT,"$1,465,000",2017
Matt Bryant,K,ATL,"$1,450,000",2017
DeVante Parker,WR,MIA,"$1,423,776",2017
Melvin Gordon,RB,LAC,"$1,404,980",2017
Josh Kline,OL,TEN,"$1,400,000",2017
Garry Gilliam,T,SFO,"$1,400,000",2017
Jurrell Casey,DL,TEN,"$1,400,000",2017
Alex Boone,T,ARI,"$1,400,000",2017
Nate Allen,DB,MIA,"$1,400,000",2017
Mike Remmers,T,MIN,"$1,400,000",2017
Ronnie Stanley,OT,BAL,"$1,381,106",2017
Greg Zuerlein,K,LAR,"$1,375,000",2017
Eddie Lacy,RB,SEA,"$1,365,000",2017
Teddy Bridgewater,QB,MIN,"$1,354,023",2017
Marcus Cannon,OL,NWE,"$1,350,000",2017
Jordan Mills,OT,BUF,"$1,350,000",2017
Michael Hoomanawanui,TE,NOR,"$1,350,000",2017
Marshawn Lynch,RB,OAK,"$1,350,000",2017
Eric Decker,WR,TEN,"$1,350,000",2017
Erik Walden,DE,TEN,"$1,350,000",2017
Nathan Stupar,OLB,NOR,"$1,350,000",2017
Kevin Johnson,CB,HOU,"$1,348,583",2017
Arik Armstead,DE,SFO,"$1,329,785",2017
Marcus Peters,CB,KAN,"$1,306,287",2017
Nick Perry,DE,GNB,"$1,300,000",2017
Sean Lee,LB,DAL,"$1,300,000",2017
Patrick DiMarco,FB,BUF,"$1,300,000",2017
Andre Roberts,WR,ATL,"$1,300,000",2017
Johnson Bademosi,DB,NWE,"$1,300,000",2017
T.J. Johnson,C,CIN,"$1,300,000",2017
Devonta Freeman,RB,ATL,"$1,297,000",2017
Morgan Moses,OT,WAS,"$1,297,000",2017
Travis Frederick,C,DAL,"$1,296,000",2017
Cameron Erving,OT,KAN,"$1,292,188",2017
Nelson Agholor,WR,PHI,"$1,287,489",2017
Cedric Ogbuehi,OT,CIN,"$1,282,789",2017
Ethan Westbrooks,DE,LAR,"$1,282,175",2017
DeForest Buckner,DE,SFO,"$1,276,863",2017
Tyron Smith,OT,DAL,"$1,275,000",2017
Senio Kelemete,T,NOR,"$1,275,000",2017
Bud Dupree,DE,PIT,"$1,273,390",2017
Shane Ray,DE,DEN,"$1,263,991",2017
Tyler Bray,QB,KAN,"$1,252,500",2017
Karl Klug,DL,TEN,"$1,250,000",2017
Akeem Spence,DT,DET,"$1,250,000",2017
Kemal Ishmael,DB,ATL,"$1,250,000",2017
Dont'a Hightower,ILB,NWE,"$1,250,000",2017
Ben Watson,TE,BAL,"$1,250,000",2017
Chris Maragos,DB,PHI,"$1,250,000",2017
Kyle Wilber,OLB,DAL,"$1,250,000",2017
Andre Smith,T,CIN,"$1,250,000",2017
Michael Brockers,DT,LAR,"$1,250,000",2017
Daren Bates,LB,TEN,"$1,250,000",2017
Jack Crawford,DE,ATL,"$1,250,000",2017
Brandon LaFell,WR,CIN,"$1,250,000",2017
Danny Amendola,WR,NWE,"$1,250,000",2017
Al Woods,DT,IND,"$1,250,000",2017
Tyson Alualu,DT,PIT,"$1,250,000",2017
Jason Pierre-Paul,DE,NYG,"$1,250,000",2017
