Player,Pos,Tm,Cap Hit,year
Taylor Gabriel,WR,CHI,"$5,500,000",2019
Marcus Cannon,OL,NWE,"$5,500,000",2019
Trai Turner,OG,CAR,"$5,297,000",2019
Eric Ebron,TE,IND,"$5,250,000",2019
Travis Benjamin,WR,LAC,"$5,250,000",2019
Ndamukong Suh,DT,TAM,"$5,250,000",2019
Jack Doyle,TE,IND,"$5,150,000",2019
Nick Foles,QB,JAX,"$5,000,000",2019
Tyrell Williams,WR,OAK,"$5,000,000",2019
Alejandro Villanueva,T,PIT,"$5,000,000",2019
Justin Pugh,OG,ARI,"$5,000,000",2019
Russell Wilson,QB,SEA,"$5,000,000",2019
Todd Gurley,RB,LAR,"$5,000,000",2019
Trent Brown,OT,OAK,"$5,000,000",2019
Paul Richardson,WR,WAS,"$5,000,000",2019
Ja'Wuan James,OT,DEN,"$5,000,000",2019
Bradley Roby,CB,HOU,"$5,000,000",2019
Robbie Gould,K,SFO,"$4,971,000",2019
Dee Ford,DE,SFO,"$4,750,000",2019
Vernon Davis,TE,WAS,"$4,750,000",2019
Morgan Moses,OT,WAS,"$4,750,000",2019
Lamarcus Joyner,CB,OAK,"$4,700,000",2019
Dontari Poe,DT,CAR,"$4,500,000",2019
Ben Jones,C,TEN,"$4,500,000",2019
Brandon Carr,DB,BAL,"$4,500,000",2019
Justin Britt,OT,SEA,"$4,500,000",2019
Rhett Ellison,FB,NYG,"$4,475,000",2019
Mitch Morse,OT,BUF,"$4,400,000",2019
Corey Linsley,C,GNB,"$4,300,000",2019
Jared Goff,QB,LAR,"$4,259,683",2019
Eric Weddle,DB,LAR,"$4,250,524",2019
Kyle Van Noy,OLB,NWE,"$4,250,000",2019
Danny Amendola,WR,DET,"$4,250,000",2019
D.J. Swearinger,FS,3TM,"$4,250,000",2019
Kyle Juszczyk,FB,SFO,"$4,200,000",2019
Vance McDonald,TE,PIT,"$4,200,000",2019
Eric Kendricks,ILB,MIN,"$4,150,000",2019
A.J. Klein,ILB,NOR,"$4,100,000",2019
Delanie Walker,TE,TEN,"$4,080,000",2019
Patrick Robinson,DB,NOR,"$4,000,000",2019
Alec Ogletree,OLB,NYG,"$4,000,000",2019
Todd Davis,LB,DEN,"$4,000,000",2019
Allen Hurns,WR,MIA,"$4,000,000",2019
Shaq Mason,G,NWE,"$4,000,000",2019
Chase Daniel,QB,CHI,"$4,000,000",2019
Dion Lewis,RB,TEN,"$4,000,000",2019
Demar Dotson,T,TAM,"$3,975,000",2019
Micah Hyde,CB,BUF,"$3,950,000",2019
Rashan Gary,DL,GNB,"$3,950,000",2019
Tyler Lockett,WR,SEA,"$3,907,000",2019
Ezekiel Elliott,RB,DAL,"$3,853,137",2019
John Brown,WR,BUF,"$3,800,000",2019
Devonta Freeman,RB,ATL,"$3,750,000",2019
William Gholston,DE,TAM,"$3,750,000",2019
Jalen Ramsey,CB,2TM,"$3,634,227",2019
Daniel Sorensen,S,KAN,"$3,600,000",2019
Rodger Saffold,T,TEN,"$3,500,000",2019
James Hurst,OT,BAL,"$3,500,000",2019
Shawn Williams,SS,CIN,"$3,500,000",2019
Devon Kennard,OLB,DET,"$3,500,000",2019
Case Keenum,QB,WAS,"$3,500,000",2019
DeVante Parker,WR,MIA,"$3,500,000",2019
Jason Peters,T,PHI,"$3,500,000",2019
Ricardo Allen,CB,ATL,"$3,500,000",2019
Denico Autry,DE,IND,"$3,500,000",2019
Jimmy Graham,TE,GNB,"$3,450,000",2019
Barkevious Mingo,OLB,HOU,"$3,400,000",2019
Giovani Bernard,RB,CIN,"$3,400,000",2019
Abry Jones,DT,JAX,"$3,400,000",2019
Nickell Robey-Coleman,CB,LAR,"$3,300,000",2019
Cameron Wake,LB,TEN,"$3,250,000",2019
Tramon Williams,DB,GNB,"$3,250,000",2019
Johnny Hekker,P,LAR,"$3,250,000",2019
Kareem Martin,DE,NYG,"$3,250,000",2019
Corey Peters,DT,ARI,"$3,250,000",2019
Ronnie Stanley,OT,BAL,"$3,243,318",2019
Myles Garrett,DE,CLE,"$3,229,750",2019
Mason Crosby,K,GNB,"$3,200,000",2019
Ty Nsekhe,T,BUF,"$3,200,000",2019
Sam Koch,P,BAL,"$3,150,000",2019
Ali Marpet,C,TAM,"$3,125,000",2019
Darnell Savage,S,GNB,"$3,120,000",2019
Carlos Dunlap,DE,CIN,"$3,100,000",2019
Patrick Onwuasor,LB,BAL,"$3,095,000",2019
B.J. Finney,C,PIT,"$3,095,000",2019
Jonathan Jones,DB,NWE,"$3,095,000",2019
Robby Anderson,WR,NYJ,"$3,095,000",2019
Ka'imi Fairbairn,K,HOU,"$3,095,000",2019
Jalen Richard,RB,OAK,"$3,095,000",2019
Matthias Farley,DB,NYJ,"$3,095,000",2019
Michael Pierce,DT,BAL,"$3,095,000",2019
Shelby Harris,DE,DEN,"$3,095,000",2019
Trey Hopkins,G,CIN,"$3,095,000",2019
Chester Rogers,WR,IND,"$3,095,000",2019
George Fant,T,SEA,"$3,095,000",2019
Cory Littleton,LB,LAR,"$3,095,000",2019
Anthony Harris,DB,MIN,"$3,095,000",2019
Evan Boehm,C,MIA,"$3,095,000",2019
Daryl Worley,CB,OAK,"$3,095,000",2019
Devin Funchess,WR,IND,"$3,000,000",2019
Gerald McCoy,DT,CAR,"$3,000,000",2019
Kareem Jackson,DB,DEN,"$3,000,000",2019
Terrell Suggs,LB-DE,2TM,"$3,000,000",2019
Ben Watson,TE,NWE,"$3,000,000",2019
Jaquiski Tartt,SS,SFO,"$3,000,000",2019
Clay Matthews,LB,LAR,"$3,000,000",2019
Colt McCoy,QB,WAS,"$3,000,000",2019
Quinton Dunbar,CB,WAS,"$3,000,000",2019
Willie Snead,WR,BAL,"$3,000,000",2019
Cordarrelle Patterson,WR,CHI,"$3,000,000",2019
Michael Bennett,DE,2TM,"$3,000,000",2019
Marquise Goodwin,WR,SFO,"$2,950,000",2019
Jordan Poyer,CB,BUF,"$2,950,000",2019
Thomas Morstead,P,NOR,"$2,950,000",2019
Wesley Woodyard,LB,TEN,"$2,950,000",2019
Tahir Whitehead,OLB,OAK,"$2,950,000",2019
Leonard Fournette,RB,JAX,"$2,933,258",2019
Johnathan Joseph,DB,HOU,"$2,900,000",2019
Bradley McDougald,FS,SEA,"$2,900,000",2019
Akeem Spence,DT,2TM,"$2,900,000",2019
Anthony Barr,OLB,MIN,"$2,900,000",2019
Marcell Dareus,DT,JAX,"$2,835,000",2019
Brian Hoyer,QB,IND,"$2,800,000",2019
Davante Adams,WR,GNB,"$2,750,000",2019
Matt Ryan,QB,ATL,"$2,750,000",2019
Chris Thompson,RB,WAS,"$2,750,000",2019
Brandon McManus,K,DEN,"$2,750,000",2019
Senio Kelemete,T,HOU,"$2,750,000",2019
Chris Smith,DE,CLE,"$2,750,000",2019
Allen Bailey,DL,ATL,"$2,750,000",2019
Jaron Brown,WR,SEA,"$2,750,000",2019
Britton Colquitt,P,MIN,"$2,700,000",2019
Quandre Diggs,CB,2TM,"$2,657,000",2019
Jack Conklin,OT,TEN,"$2,617,862",2019
Leonard Floyd,OLB,CHI,"$2,602,208",2019
Lane Taylor,G,GNB,"$2,600,000",2019
Jack Crawford,DE,ATL,"$2,550,000",2019
Matthew Bosher,P,ATL,"$2,545,000",2019
Eli Apple,CB,NOR,"$2,516,225",2019
Kyle Long,OT,CHI,"$2,500,000",2019
Rob Havenstein,OT,LAR,"$2,500,000",2019
Duron Harmon,FS,NWE,"$2,500,000",2019
Johnson Bademosi,DB,2TM,"$2,500,000",2019
Terrance Mitchell,CB,CLE,"$2,500,000",2019
Ryan Succop,K,TEN,"$2,500,000",2019
Kenny Wiggins,T,DET,"$2,500,000",2019
Tashaun Gipson,DB,HOU,"$2,500,000",2019
James White,RB,NWE,"$2,500,000",2019
Jamon Brown,OT,ATL,"$2,500,000",2019
Ben Roethlisberger,QB,PIT,"$2,500,000",2019
Ted Ginn,WR,NOR,"$2,500,000",2019
Ezekiel Ansah,DE,SEA,"$2,500,000",2019
Virgil Green,TE,LAC,"$2,500,000",2019
Dustin Colquitt,P,KAN,"$2,450,000",2019
Christian Jones,ILB,DET,"$2,450,000",2019
Sam Martin,P,DET,"$2,400,000",2019
Lawrence Guy,DT,NWE,"$2,400,000",2019
Jon Feliciano,OG,BUF,"$2,400,000",2019
Bobby Massie,T,CHI,"$2,400,000",2019
Ryan Kalil,C,NYJ,"$2,400,000",2019
Vernon Hargreaves,CB,2TM,"$2,383,317",2019
Kevin Huber,P,CIN,"$2,350,000",2019
Greg Zuerlein,K,LAR,"$2,325,000",2019
Khalil Mack,OLB,CHI,"$2,300,000",2019
Ross Cockrell,CB,CAR,"$2,300,000",2019
Dustin Hopkins,K,WAS,"$2,275,000",2019
Mike Williams,WR,LAC,"$2,260,448",2019
Xavier Williams,DT,KAN,"$2,257,000",2019
Jordan Phillips,DT,BUF,"$2,250,000",2019
Buster Skrine,DB,CHI,"$2,250,000",2019
Ryan Griffin,TE,NYJ,"$2,250,000",2019
Daryl Williams,OT,CAR,"$2,250,000",2019
Eddie Goldman,DT,CHI,"$2,250,000",2019
Justin Ellis,DT,BAL,"$2,250,000",2019
Daniel Kilgore,G,MIA,"$2,225,000",2019
Cole Beasley,WR,BUF,"$2,200,000",2019
Matt Prater,K,DET,"$2,200,000",2019
Sheldon Rankins,DT,NOR,"$2,195,680",2019
Laremy Tunsil,OT,HOU,"$2,148,770",2019
Karl Joseph,SS,OAK,"$2,070,589",2019
Daren Bates,LB,TEN,"$2,050,000",2019
Christian McCaffrey,RB,CAR,"$2,032,390",2019
Rashod Hill,T,MIN,"$2,025,000",2019
Will Parks,S,DEN,"$2,025,000",2019
Quinton Jefferson,DT,SEA,"$2,025,000",2019
Jordan Howard,RB,PHI,"$2,025,000",2019
De'Vondre Campbell,OLB,ATL,"$2,025,000",2019
Kenyan Drake,RB,2TM,"$2,025,000",2019
Blake Martinez,ILB,GNB,"$2,025,000",2019
Matthew Ioannidis,DT,WAS,"$2,025,000",2019
D.J. Reader,DT,HOU,"$2,025,000",2019
Jordan Jenkins,OLB,NYJ,"$2,025,000",2019
Justin Simmons,FS,DEN,"$2,025,000",2019
Joe Schobert,OLB,CLE,"$2,025,000",2019
Austin Hooper,TE,ATL,"$2,025,000",2019
Blake Countess,CB,NYJ,"$2,025,000",2019
Matt Judon,DE,BAL,"$2,025,000",2019
Ryan Smith,CB,TAM,"$2,025,000",2019
Wes Schweitzer,OT,ATL,"$2,025,000",2019
Elandon Roberts,ILB,NWE,"$2,025,000",2019
Brennan Scarlett,LB,HOU,"$2,025,000",2019
Connor McGovern,OG,DEN,"$2,025,000",2019
Graham Glasgow,OG,DET,"$2,025,000",2019
Brandon Dunn,DT,HOU,"$2,025,000",2019
Caleb Benenoch,OT,TAM,"$2,025,000",2019
Carl Nassib,DE,TAM,"$2,025,000",2019
Tajae Sharpe,WR,TEN,"$2,025,000",2019
Anthony Brown,CB,DAL,"$2,025,000",2019
Xavier Grimble,TE,PIT,"$2,025,000",2019
Troy Hill,CB,LAR,"$2,025,000",2019
Maliek Collins,DT,DAL,"$2,025,000",2019
Ken Crawley,DB,2TM,"$2,025,000",2019
Dean Lowry,DE,GNB,"$2,025,000",2019
Halapoulivaati Vaitai,OT,PHI,"$2,025,000",2019
Peyton Barber,RB,TAM,"$2,025,000",2019
Jatavis Brown,OLB,LAC,"$2,025,000",2019
Austin Blythe,C,LAR,"$2,025,000",2019
Yannick Ngakoue,OLB,JAX,"$2,025,000",2019
Brandon Shell,OT,NYJ,"$2,025,000",2019
Nick Kwiatkoski,ILB,CHI,"$2,025,000",2019
Rashard Higgins,WR,CLE,"$2,025,000",2019
Kevin Byard,S,TEN,"$2,025,000",2019
Josh Gordon,WR,2TM,"$2,025,000",2019
Dak Prescott,QB,DAL,"$2,025,000",2019
Joe Haeg,OT,IND,"$2,025,000",2019
Javon Hargrave,DT,PIT,"$2,025,000",2019
Trevor Williams,CB,ARI,"$2,025,000",2019
David Onyemata,DT,NOR,"$2,025,000",2019
Tyler Higbee,TE,LAR,"$2,025,000",2019
Jalen Mills,CB,PHI,"$2,025,000",2019
Kendall Fuller,CB,KAN,"$2,025,000",2019
Alex Lewis,OT,NYJ,"$2,025,000",2019
Jordan Lucas,SS,KAN,"$2,025,000",2019
John Ross,WR,CIN,"$2,020,988",2019
Eric Murray,CB,CLE,"$2,015,500",2019
Demarcus Robinson,WR,KAN,"$2,015,500",2019
Kyler Fackrell,OLB,GNB,"$2,010,000",2019
Jordan Hicks,OLB,ARI,"$2,000,000",2019
Beau Allen,DT,TAM,"$2,000,000",2019
Jacoby Brissett,QB,IND,"$2,000,000",2019
Lerentee McCray,LB,JAX,"$2,000,000",2019
Nate Ebner,DB,NWE,"$2,000,000",2019
Adam Humphries,WR,TEN,"$2,000,000",2019
Jeff Heath,S,DAL,"$2,000,000",2019
Stephen Hauschka,K,BUF,"$2,000,000",2019
Ereck Flowers,OT,WAS,"$2,000,000",2019
Nick Easton,C,NOR,"$2,000,000",2019
Henry Anderson,DE,NYJ,"$2,000,000",2019
Randall Cobb,WR,DAL,"$2,000,000",2019
Mychal Kendricks,ILB,SEA,"$2,000,000",2019
Nick Vigil,ILB,CIN,"$2,000,000",2019
Angelo Blackson,DT,HOU,"$2,000,000",2019
Laken Tomlinson,OG,SFO,"$2,000,000",2019
Kevin Johnson,CB,BUF,"$2,000,000",2019
Mark Ingram,RB,BAL,"$2,000,000",2019
Jared Cook,TE,NOR,"$2,000,000",2019
Earl Thomas,DB,BAL,"$2,000,000",2019
Josh McCown,QB,PHI,"$2,000,000",2019
Jimmie Ward,SS,SFO,"$2,000,000",2019
Andre Roberts,WR,BUF,"$2,000,000",2019
Jeff Heuerman,TE,DEN,"$2,000,000",2019
Ty Sambrailo,OT,ATL,"$2,000,000",2019
Lorenzo Alexander,LB,BUF,"$2,000,000",2019
Andy Lee,P,ARI,"$2,000,000",2019
Ha Ha Clinton-Dix,FS,CHI,"$2,000,000",2019
Jason Witten,TE,DAL,"$2,000,000",2019
Le'Veon Bell,RB,NYJ,"$2,000,000",2019
Sean Lee,LB,DAL,"$2,000,000",2019
Jason McCourty,DB,NWE,"$2,000,000",2019
Breshad Perriman,WR,TAM,"$2,000,000",2019
Michael Schofield,OT,LAC,"$2,000,000",2019
James Carpenter,LG,ATL,"$2,000,000",2019
Joe Thuney,OG,NWE,"$1,995,000",2019
Golden Tate,WR,NYG,"$1,975,000",2019
Tyreek Hill,WR,KAN,"$1,965,036",2019
Taylor Decker,OT,DET,"$1,945,498",2019
Keanu Neal,FS,ATL,"$1,914,224",2019
Rontez Miles,FS,NYJ,"$1,907,000",2019
Greg Olsen,TE,CAR,"$1,900,000",2019
Lee Smith,TE,BUF,"$1,900,000",2019
Michael Thomas,S,NYG,"$1,900,000",2019
Patrick Chung,DB,NWE,"$1,900,000",2019
Saquon Barkley,RB,NYG,"$1,897,943",2019
Ryan Kelly,C,IND,"$1,875,134",2019
Adam Vinatieri,K,IND,"$1,875,000",2019
Marshon Lattimore,CB,NOR,"$1,861,324",2019
Shaq Lawson,DE,BUF,"$1,851,679",2019
Darron Lee,OLB,KAN,"$1,843,861",2019
Will Fuller,WR,HOU,"$1,836,043",2019
Josh Doctson,WR,MIN,"$1,820,405",2019
Denzel Ward,CB,CLE,"$1,805,698",2019
Laquon Treadwell,WR,MIN,"$1,804,770",2019
Brett Kern,P,TEN,"$1,800,000",2019
Jonathan Bostic,LB,WAS,"$1,800,000",2019
Chris Jones,P,DAL,"$1,800,000",2019
Duke Johnson,RB,HOU,"$1,800,000",2019
Tyler Kroft,TE,BUF,"$1,800,000",2019
William Jackson,CB,CIN,"$1,773,497",2019
Artie Burns,CB,PIT,"$1,757,861",2019
Kwon Alexander,OLB,SFO,"$1,750,000",2019
Joe Thomas,LB,DAL,"$1,750,000",2019
Cody Davis,S,JAX,"$1,750,000",2019
Rex Burkhead,RB,NWE,"$1,750,000",2019
Ryan Tannehill,QB,TEN,"$1,750,000",2019
Quinton Spain,OG,BUF,"$1,750,000",2019
Kenny Clark,DT,GNB,"$1,726,588",2019
Antoine Bethea,DB,NYG,"$1,725,000",2019
Deshaun Watson,QB,HOU,"$1,724,480",2019
Seth Roberts,WR,BAL,"$1,700,000",2019
Jordan Mills,OT,ARI,"$1,700,000",2019
Garrett Celek,TE,SFO,"$1,700,000",2019
Haason Reddick,OLB,ARI,"$1,690,270",2019
Derek Barnett,DE,PHI,"$1,633,252",2019
Malik Hooker,FS,IND,"$1,610,446",2019
Derek Carrier,WR,OAK,"$1,600,000",2019
Matthew Slater,WR,NWE,"$1,600,000",2019
Patrick DiMarco,FB,BUF,"$1,600,000",2019
Germain Ifedi,OT,SEA,"$1,577,060",2019
K'Waun Williams,DB,SFO,"$1,550,000",2019
Tevin Coleman,RB,SFO,"$1,550,000",2019
Marlon Humphrey,CB,BAL,"$1,542,044",2019
Jonathan Allen,DT,WAS,"$1,519,216",2019
Jarius Wright,WR,CAR,"$1,500,000",2019
J.R. Sweezy,G,ARI,"$1,500,000",2019
DeMarcus Lawrence,DE,DAL,"$1,500,000",2019
Jamison Crowder,WR,NYJ,"$1,500,000",2019
Sherrick McManis,DB,CHI,"$1,500,000",2019
Seantrel Henderson,OT,HOU,"$1,500,000",2019
Eric Reid,FS,CAR,"$1,500,000",2019
Damion Square,DE,LAC,"$1,500,000",2019
Anthony Levine,S,BAL,"$1,500,000",2019
Jonotthan Harrison,C,NYJ,"$1,500,000",2019
Phillip Dorsett,WR,NWE,"$1,500,000",2019
Justin Bethel,CB,2TM,"$1,500,000",2019
Tress Way,P,WAS,"$1,500,000",2019
Darqueze Dennard,CB,CIN,"$1,500,000",2019
Mark Glowinski,OG,IND,"$1,500,000",2019
Steve McLendon,DT,NYJ,"$1,500,000",2019
Carl Davis,DT,2TM,"$1,500,000",2019
Zach Kerr,NT,ARI,"$1,500,000",2019
A.J. McCarron,QB,HOU,"$1,500,000",2019
Jason Myers,K,SEA,"$1,500,000",2019
Rodney McLeod,S,PHI,"$1,500,000",2019
Greg Mancz,C,HOU,"$1,500,000",2019
Geoff Swaim,TE,JAX,"$1,500,000",2019
K.J. Wright,LB,SEA,"$1,500,000",2019
Adrian Phillips,DB,LAC,"$1,500,000",2019
Donte Moncrief,WR,2TM,"$1,500,000",2019
Brandon Copeland,LB,NYJ,"$1,500,000",2019
C.J. Uzomah,TE,CIN,"$1,500,000",2019
Steven Nelson,CB,PIT,"$1,500,000",2019
Ryan Fitzpatrick,QB,MIA,"$1,500,000",2019
Adoree' Jackson,CB,TEN,"$1,490,708",2019
Ben Banogu,EDGE,IND,"$1,482,500",2019
