Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,year
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,
452,Isaiah Pead,MIA,RB,27,3,0,0,0,0,0,0,8,22,2.75,0,1,1,6,6.00,0,0,0,0,,,3,3.8,3.8,3.3,,130,,2016
453,Lee Smith,OAK,TE,29,4,4,0,0,0,0,0,0,0,,0,6,6,29,4.83,0,0,0,0,,,3,8.9,8.9,5.9,,90,,2016
454,Nick Vannett,SEA,TE,23,9,2,0,0,0,0,0,0,0,,0,4,3,32,10.67,0,0,0,0,,,3,6.2,6.2,4.7,,89,,2016
455,Danny Vitale,CLE,RB,23,9,3,0,0,0,0,0,0,0,,0,5,4,27,6.75,0,0,0,0,,,3,6.7,6.7,4.7,,131,,2016
456,Antonio Andrews,TEN,RB,24,16,0,0,0,0,0,0,2,15,7.50,0,0,0,0,,0,0,0,0,,,2,1.5,1.5,1.5,,138,,2016
457,Brenton Bersin,CAR,WR,26,10,0,0,0,0,0,0,0,0,,0,6,2,17,8.50,0,0,0,0,,,2,3.7,3.7,2.7,,180,,2016
458,Brandon Bolden,NWE,RB,26,14,0,0,0,0,0,0,1,4,4.00,0,4,2,15,7.50,0,0,0,0,,,2,3.9,3.9,2.9,,134,,2016
459,Damiere Byrd,CAR,WR,23,1,0,0,0,0,0,0,0,0,,0,1,1,16,16.00,0,0,0,0,,,2,2.6,2.6,2.1,,183,,2016
460,James Develin,NWE,TE,28,16,4,0,0,0,0,0,0,0,,0,6,3,18,6.00,0,0,0,0,,,2,4.8,4.8,3.3,,95,,2016
461,Jalston Fowler,TEN,RB,26,16,6,0,0,0,0,0,1,3,3.00,0,2,1,14,14.00,0,0,0,0,,,2,2.7,2.7,2.2,,135,,2016
462,Clay Harbor,2TM,TE,29,15,2,0,0,0,0,0,0,0,,0,3,3,19,6.33,0,0,0,0,,,2,4.9,4.9,3.4,,93,,2016
463,Percy Harvin,BUF,WR,28,2,1,0,0,0,0,0,1,11,11.00,0,4,2,6,3.00,0,0,0,0,,,2,3.7,3.7,2.7,,181,,2016
464,Cardale Jones,BUF,QB,24,1,0,6,11,96,0,1,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,2,1.7,2.7,2.7,,59,,2016
465,Zach Line,MIN,RB,26,15,4,0,0,0,0,0,7,15,2.14,0,3,0,0,,0,0,0,0,,,2,1.5,1.5,1.5,,136,,2016
466,Matt McGloin,OAK,QB,27,3,1,8,15,50,0,0,3,-3,-1.00,0,0,0,0,,0,0,0,0,,,2,1.7,1.7,1.7,,60,,2016
467,J.D. McKissic,SEA,WR,23,1,0,0,0,0,0,0,1,2,2.00,0,2,2,16,8.00,0,0,0,0,,,2,3.8,3.8,2.8,,179,,2016
468,Logan Paulsen,CHI,TE,29,16,12,0,0,0,0,0,0,0,,0,10,3,15,5.00,0,0,0,0,,,2,4.5,4.5,3.0,,96,,2016
469,Cedric Peerman,CIN,RB,30,6,0,0,0,0,0,0,6,15,2.50,0,1,0,0,,0,0,0,0,,,2,1.5,1.5,1.5,,139,,2016
470,Jay Prosch,HOU,RB,24,15,1,0,0,0,0,0,4,9,2.25,0,1,1,6,6.00,0,0,0,0,,,2,2.5,2.5,2.0,,137,,2016
471,DeAndre Smelter,SFO,WR,25,2,0,0,0,0,0,0,0,0,,0,1,1,23,23.00,0,0,0,0,,,2,3.3,3.3,2.8,,175,,2016
472,Devin Smith,NYJ,WR,24,4,0,0,0,0,0,0,0,0,,0,3,1,20,20.00,0,0,0,0,,,2,3.0,3.0,2.5,,178,,2016
473,Luke Stocker,TAM,TE,28,12,10,0,0,0,0,0,0,0,,0,8,5,23,4.60,0,0,0,0,,,2,7.3,7.3,4.8,,92,,2016
474,Devin Street,IND,WR,25,5,0,0,0,0,0,0,0,0,,0,6,1,20,20.00,0,0,0,0,,,2,3.0,3.0,2.5,,177,,2016
475,Mike Thomas,LAR,WR,22,15,0,0,0,0,0,0,0,0,,0,9,3,37,12.33,0,1,1,0,,,2,4.7,5.7,3.2,,182,,2016
476,Ross Travis,KAN,TE,23,6,3,0,0,0,0,0,0,0,,0,6,3,15,5.00,0,0,0,0,,,2,4.5,4.5,3.0,,97,,2016
477,Laquon Treadwell,MIN,WR,21,9,1,0,0,0,0,0,0,0,,0,3,1,15,15.00,0,0,0,0,,,2,2.5,2.5,2.0,,184,,2016
478,Griff Whalen,SDG,WR,26,8,0,0,0,0,0,0,0,0,,0,4,2,22,11.00,0,0,0,0,,,2,4.2,4.2,3.2,,176,,2016
479,Cole Wick,DET,TE,23,6,0,0,0,0,0,0,0,0,,0,3,2,18,9.00,0,0,0,0,,,2,3.8,3.8,2.8,,94,,2016
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,2016
480,Shane Wynn,JAX,WR,24,5,0,0,0,0,0,0,2,5,2.50,0,3,1,19,19.00,0,0,0,0,,,2,3.4,3.4,2.9,,174,,2016
481,Jared Abbrederis,GNB,WR,26,5,0,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,188,,2016
482,Joe Banyard,JAX,RB,28,1,0,0,0,0,0,0,2,7,3.50,0,0,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,146,,2016
483,Jeremy Butler,SDG,WR,25,4,0,0,0,0,0,0,0,0,,0,2,2,11,5.50,0,0,0,0,,,1,3.1,3.1,2.1,,186,,2016
484,Derek Carrier,WAS,TE,26,8,0,0,0,0,0,0,0,0,,0,2,2,10,5.00,0,0,0,0,,,1,3.0,3.0,2.0,,104,,2016
485,Gerald Christian,BUF,TE,25,3,0,0,0,0,0,0,0,0,,0,2,1,14,14.00,0,0,0,0,,,1,2.4,2.4,1.9,,98,,2016
486,Chase Daniel,PHI,QB,30,1,0,1,1,16,0,0,0,0,,0,0,0,0,,0,0,0,0,,,1,0.6,0.6,0.6,,62,,2016
487,Alex Ellis,JAX,TE,23,6,3,0,0,0,0,0,0,0,,0,4,3,11,3.67,0,0,0,0,,,1,4.1,4.1,2.6,,103,,2016
488,David Fales,CHI,QB,26,1,0,2,5,22,0,0,1,0,0.00,0,0,0,0,,0,1,0,0,,,1,0.9,0.9,0.9,,61,,2016
489,George Farmer,SEA,RB,23,2,0,0,0,0,0,0,1,1,1.00,0,3,1,4,4.00,0,0,0,0,,,1,1.5,1.5,1.0,,150,,2016
490,Rashad Greene,JAX,WR,24,8,0,0,0,0,0,0,0,0,,0,8,5,32,6.40,0,4,1,0,,,1,6.2,7.2,3.7,,185,,2016
491,Je'Ron Hamm,SFO,TE,24,5,0,0,0,0,0,0,0,0,,0,4,2,13,6.50,0,0,0,0,,,1,3.3,3.3,2.3,,101,,2016
492,Ryan Hewitt,CIN,TE,25,16,11,0,0,0,0,0,0,0,,0,3,2,13,6.50,0,0,0,0,,,1,3.3,3.3,2.3,,99,,2016
493,Bronson Hill,JAX,RB,23,3,0,0,0,0,0,0,2,11,5.50,0,1,0,0,,0,0,0,0,,,1,1.1,1.1,1.1,,143,,2016
494,Henry Krieger-Coble,DEN,TE,24,2,0,0,0,0,0,0,0,0,,0,1,1,13,13.00,0,0,0,0,,,1,2.3,2.3,1.8,,100,,2016
495,Paul Lasike,CHI,RB,26,10,3,0,0,0,0,0,3,8,2.67,0,1,1,3,3.00,0,0,0,0,,,1,2.1,2.1,1.6,,144,,2016
496,Terrence Magee,SEA,RB,23,2,0,0,0,0,0,0,3,12,4.00,0,0,0,0,,0,0,0,0,,,1,1.2,1.2,1.2,,140,,2016
497,Chris Manhertz,2TM,TE,24,7,2,0,0,0,0,0,0,0,,0,1,1,10,10.00,0,0,0,0,,,1,2.0,2.0,1.5,,105,,2016
498,Paul McRoberts,LAR,WR,24,2,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,0,0,,,1,1.6,1.6,1.1,,190,,2016
499,Raheem Mostert,2TM,RB,24,3,0,0,0,0,0,0,1,6,6.00,0,0,0,0,,0,0,0,0,,,1,0.6,0.6,0.6,,148,,2016
500,Matthew Mulligan,DET,TE,31,8,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,106,,2016
501,Roosevelt Nix,PIT,RB,24,10,2,0,0,0,0,0,0,0,,0,2,2,5,2.50,0,0,0,0,,,1,2.5,2.5,1.5,,149,,2016
502,MyCole Pruitt,2TM,TE,24,4,0,0,0,0,0,0,0,0,,0,2,2,13,6.50,0,0,0,0,,,1,3.3,3.3,2.3,,102,,2016
503,Daryl Richardson,PIT,RB,26,3,0,0,0,0,0,0,2,7,3.50,0,0,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,147,,2016
504,Rashad Ross,WAS,WR,26,5,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,189,,2016
505,Anthony Sherman,KAN,RB,28,16,3,0,0,0,0,0,0,0,,0,6,4,11,2.75,0,0,0,0,,,1,5.1,5.1,3.1,,142,,2016
506,Lorenzo Taliaferro,BAL,RB,25,3,0,0,0,0,0,0,1,0,0.00,0,3,3,10,3.33,0,0,0,0,,,1,4.0,4.0,2.5,,145,,2016
507,Stepfan Taylor,ARI,RB,25,15,0,0,0,0,0,0,4,12,3.00,0,0,0,0,,0,0,0,0,,,1,1.2,1.2,1.2,,141,,2016
508,Tony Washington,JAX,WR,24,2,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,0,0,,,1,1.9,1.9,1.4,,187,,2016
509,Mario Alford,CLE,,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,197,,2016
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,2016
510,Joique Bell,2TM,RB,30,7,0,0,0,0,0,0,3,6,2.00,0,1,1,-2,-2.00,0,0,0,0,,,,1.4,1.4,0.9,,152,,2016
511,Braedon Bowman,NYJ,,22,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,125,,2016
512,Daniel Braverman,CHI,,23,3,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,211,,2016
513,Brandon Burks,NYJ,RB,23,1,0,0,0,0,0,0,2,-4,-2.00,0,0,0,0,,0,0,0,0,,,,-0.4,-0.4,-0.4,,158,,2016
514,Isaiah Burse,SDG,,25,9,1,0,0,0,0,0,0,0,,0,4,0,0,,0,0,0,0,,,,,,,,193,,2016
515,Michael Burton,DET,,24,15,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,1,,2016
516,Orson Charles,DET,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,112,,2016
517,Kellen Clemens,SDG,QB,33,12,0,0,1,0,0,0,2,-1,-0.50,0,0,0,0,,0,0,0,0,,,,-0.1,-0.1,-0.1,,66,,2016
518,Asante Cleveland,SDG,,24,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,123,,2016
519,Chase Coffman,IND,,30,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,111,,2016
520,Geremy Davis,SDG,,24,3,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,202,,2016
521,Kellen Davis,NYJ,,31,8,7,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,116,,2016
522,Jim Dray,2TM,,30,6,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,113,,2016
523,Thomas Duarte,MIA,,21,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,207,,2016
524,Donteea Dye,TAM,,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,194,,2016
525,Isaac Fruechte,MIN,,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,205,,2016
526,Manasseh Garner,BUF,,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,115,,2016
527,C.J. Goodwin,ATL,,26,14,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,203,,2016
528,Aaron Green,LAR,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,157,,2016
529,Glenn Gronkowski,BUF,,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,2,,2016
530,Russell Hansbrough,TAM,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,155,,2016
531,Cory Harkey,LAR,,26,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,117,,2016
532,Clark Harris,CIN,,32,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,120,,2016
533,Temarrick Hemingway,LAR,,23,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,110,,2016
534,Chad Henne,JAX,QB,31,1,0,0,0,0,0,0,1,-2,-2.00,0,0,0,0,,0,0,0,0,,,,-0.2,-0.2,-0.2,,67,,2016
535,Julian Howsare,NYJ,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,3,,2016
536,Anthony Johnson,NWE,,21,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,204,,2016
537,Joe Kerridge,GNB,RB,24,8,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,0,0,0,,,,,,,,156,,2016
538,Jake Lampman,NOR,,23,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,195,,2016
539,Khari Lee,DET,,24,8,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,109,,2016
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,2016
540,Dezmin Lewis,BUF,,24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,198,,2016
541,Tony Lippett,MIA,,24,16,13,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,206,,2016
542,Vince Mayle,DAL,,25,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,196,,2016
543,Tre McBride,TEN,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,210,,2016
544,A.J. McCarron,CIN,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,65,,2016
545,David Morgan,MIN,TE,23,12,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,0,0,,,,1.4,1.4,0.9,,107,,2016
546,Marcus Murphy,NOR,RB,25,3,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,0,0,,,,1.3,1.3,0.8,,153,,2016
547,Troy Niklas,ARI,TE,24,3,2,0,0,0,0,0,0,0,,0,2,1,0,0.00,0,0,0,0,,,,1.0,1.0,0.5,,122,,2016
548,James O'Shaughnessy,KAN,TE,24,16,3,0,0,0,0,0,0,0,,0,3,2,-1,-0.50,0,0,0,0,,,,1.9,1.9,0.9,,127,,2016
549,Ryan O'Malley,OAK,,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,114,,2016
550,Jordan Payton,CLE,WR,23,4,0,0,0,0,0,0,0,0,,0,3,1,3,3.00,0,0,0,0,,,,1.3,1.3,0.8,,191,,2016
551,Demarcus Robinson,KAN,,22,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,208,,2016
552,Khiry Robinson,NYJ,RB,27,1,0,0,0,0,0,0,8,22,2.75,0,0,0,0,,0,1,1,0,,,,0.2,1.2,0.2,,154,,2016
553,Mark Sanchez,DAL,QB,30,2,0,10,18,93,0,2,4,-2,-0.50,0,0,0,0,,0,0,0,0,,,,-0.5,1.5,1.5,,68,,2016
554,Matt Schaub,ATL,QB,35,4,0,1,3,16,0,0,2,-2,-1.00,0,0,0,0,,0,0,0,0,,,,0.4,0.4,0.4,,63,,2016
555,Rashawn Scott,MIA,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,199,,2016
556,Scott Simonson,CAR,,24,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,126,,2016
557,Rod Smith,DAL,RB,24,7,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,0,0,,,,1.4,1.4,0.9,,151,,2016
558,Tevaun Smith,IND,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,201,,2016
559,Nate Solder,NWE,,28,15,15,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,124,,2016
560,Randall Telfer,CLE,TE,24,14,5,0,0,0,0,0,0,0,,0,7,2,4,2.00,0,0,0,0,,,,2.4,2.4,1.4,,108,,2016
561,Eric Tomlinson,NYJ,,24,7,5,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,118,,2016
562,Hakeem Valles,ARI,,24,11,1,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,119,,2016
563,Joe Webb,CAR,WR,30,14,0,0,0,0,0,0,0,0,,0,3,1,3,3.00,0,0,0,0,,,,1.3,1.3,0.8,,192,,2016
564,Eric Weems,ATL,,31,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,209,,2016
565,Kasen Williams,SEA,,24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,200,,2016
566,Maxx Williams,BAL,,22,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,121,,2016
567,T.J. Yates,MIA,,29,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,64,,2016
568,Bralon Addison,CHI,RB,23,2,0,0,0,0,0,0,1,4,4.00,0,1,1,11,11.00,0,1,1,0,,,-1,0.5,1.5,,,159,,2016
569,Sean Mannion,LAR,QB,24,1,0,3,6,19,0,1,1,-1,-1.00,0,0,0,0,,0,1,0,0,,,-1,-1.3,-0.3,-0.3,,69,,2016
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,2016
570,Tyler Ervin,HOU,RB,23,12,0,0,0,0,0,0,1,3,3.00,0,5,3,18,6.00,0,3,2,0,,,-2,1.1,3.1,-0.4,,160,,2016
571,Brett Hundley,GNB,QB,23,4,0,2,10,17,0,1,3,-2,-0.67,0,0,0,0,,0,1,0,0,,,-2,-1.5,-0.5,-0.5,,70,,2016
572,Keshawn Martin,SFO,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,213,,2016
573,Kalif Raymond,DEN,,22,4,0,0,0,0,0,0,0,0,,0,2,0,0,,0,2,1,0,,,-2,-2.0,-1.0,-2.0,,214,,2016
574,Matthew Slater*+,NWE,WR,31,13,0,0,0,0,0,0,1,5,5.00,0,1,0,0,,0,2,1,0,,,-2,-1.5,-0.5,-1.5,,212,,2016
